"household_id","province","urban_rural","household_size","income_category","enumeration_area","dwelling_type"
4834,"KwaZulu-Natal","Urban",5,"Low","EA_0039","Flat"
4835,"Eastern Cape","Rural",5,"Medium","EA_0278","House"
4836,"KwaZulu-Natal","Urban",5,"Low","EA_0495","Townhouse"
4837,"KwaZulu-Natal","Rural",6,"Medium","EA_0012","Traditional"
4838,"KwaZulu-Natal","Rural",6,"Low","EA_0196","House"
4839,"KwaZulu-Natal","Rural",3,"High","EA_0282","House"
4840,"Gauteng","Urban",7,"Medium","EA_0152","Flat"
4841,"Gauteng","Urban",7,"Medium","EA_0450","House"
4842,"North West","Urban",4,"Medium","EA_0193","Flat"
4843,"Gauteng","Urban",4,"Medium","EA_0373","House"
4844,"KwaZulu-Natal","Urban",8,"Medium","EA_0217","Townhouse"
4845,"Limpopo","Urban",8,"Low","EA_0067","Townhouse"
4846,"Western Cape","Rural",6,"Low","EA_0233","House"
4847,"Gauteng","Rural",8,"Medium","EA_0222","House"
4848,"Western Cape","Urban",6,"Medium","EA_0473","Townhouse"
4849,"Western Cape","Rural",1,"Low","EA_0075","Traditional"
4850,"Gauteng","Urban",8,"Medium","EA_0439","Townhouse"
4851,"Western Cape","Urban",5,"Medium","EA_0243","Townhouse"
4852,"Western Cape","Urban",5,"Medium","EA_0355","Informal"
4853,"KwaZulu-Natal","Urban",7,"Low","EA_0451","Flat"
4854,"Gauteng","Urban",4,"Medium","EA_0360","Townhouse"
4855,"KwaZulu-Natal","Urban",7,"Low","EA_0486","House"
4856,"KwaZulu-Natal","Urban",4,"High","EA_0188","Townhouse"
4857,"KwaZulu-Natal","Rural",6,"Low","EA_0070","Traditional"
4858,"Western Cape","Urban",3,"Low","EA_0028","Flat"
4859,"North West","Urban",5,"Low","EA_0268","Flat"
4860,"Gauteng","Urban",4,"Low","EA_0218","House"
4861,"KwaZulu-Natal","Rural",3,"High","EA_0156","Traditional"
4862,"KwaZulu-Natal","Rural",10,"Low","EA_0167","House"
4863,"Limpopo","Urban",4,"Low","EA_0224","House"
4864,"KwaZulu-Natal","Urban",4,"Low","EA_0029","Townhouse"
4865,"KwaZulu-Natal","Urban",3,"Medium","EA_0433","Flat"
4866,"Western Cape","Urban",7,"Low","EA_0222","House"
4867,"Free State","Rural",6,"High","EA_0480","House"
4868,"Limpopo","Urban",5,"Medium","EA_0121","Townhouse"
4869,"KwaZulu-Natal","Urban",6,"Medium","EA_0091","House"
4870,"Eastern Cape","Urban",4,"Medium","EA_0027","Flat"
4871,"Gauteng","Urban",4,"Medium","EA_0134","House"
4872,"Gauteng","Rural",8,"Medium","EA_0455","Informal"
4873,"Limpopo","Urban",6,"Low","EA_0198","Townhouse"
4874,"KwaZulu-Natal","Rural",6,"Medium","EA_0096","House"
4875,"Gauteng","Urban",4,"Medium","EA_0028","House"
4876,"Mpumalanga","Urban",4,"Medium","EA_0297","Flat"
4877,"Mpumalanga","Urban",6,"Medium","EA_0009","Informal"
4878,"Western Cape","Rural",10,"Low","EA_0162","House"
4879,"Western Cape","Urban",8,"Low","EA_0190","Flat"
4880,"Gauteng","Rural",3,"Low","EA_0147","House"
4881,"KwaZulu-Natal","Rural",3,"Low","EA_0367","House"
4882,"Gauteng","Urban",2,"Low","EA_0073","House"
4883,"Limpopo","Urban",5,"Low","EA_0227","Informal"
4884,"Western Cape","Urban",7,"Medium","EA_0285","Flat"
4885,"KwaZulu-Natal","Urban",5,"Low","EA_0200","Townhouse"
4886,"Western Cape","Urban",7,"High","EA_0411","House"
4887,"KwaZulu-Natal","Urban",6,"Medium","EA_0304","House"
4888,"KwaZulu-Natal","Urban",1,"High","EA_0032","Flat"
4889,"Gauteng","Urban",6,"Low","EA_0122","Townhouse"
4890,"Western Cape","Urban",5,"Low","EA_0481","House"
4891,"Limpopo","Rural",11,"Medium","EA_0392","House"
4892,"Eastern Cape","Rural",3,"Low","EA_0031","House"
4893,"Gauteng","Urban",5,"Low","EA_0046","Informal"
4894,"Gauteng","Rural",10,"High","EA_0316","House"
4895,"Mpumalanga","Urban",2,"Low","EA_0421","Flat"
4896,"Gauteng","Urban",5,"Medium","EA_0237","House"
4897,"Gauteng","Urban",3,"Medium","EA_0396","Townhouse"
4898,"KwaZulu-Natal","Rural",4,"Medium","EA_0493","House"
4899,"KwaZulu-Natal","Urban",5,"Medium","EA_0265","House"
4900,"KwaZulu-Natal","Urban",7,"High","EA_0357","House"
4901,"North West","Urban",5,"Low","EA_0154","House"
4902,"Gauteng","Urban",5,"Low","EA_0004","Flat"
4903,"KwaZulu-Natal","Rural",5,"Low","EA_0327","House"
4904,"Northern Cape","Urban",7,"Low","EA_0388","Flat"
4905,"Limpopo","Urban",3,"High","EA_0104","Townhouse"
4906,"Mpumalanga","Rural",3,"Medium","EA_0092","Traditional"
4907,"Eastern Cape","Urban",4,"Low","EA_0057","House"
4908,"Western Cape","Rural",5,"Low","EA_0410","House"
4909,"Gauteng","Rural",6,"Low","EA_0101","House"
4910,"North West","Urban",4,"Medium","EA_0110","House"
4911,"Mpumalanga","Rural",3,"High","EA_0177","Traditional"
4912,"Limpopo","Rural",2,"Medium","EA_0195","House"
4913,"KwaZulu-Natal","Rural",7,"Low","EA_0043","Traditional"
4914,"Western Cape","Rural",8,"Medium","EA_0220","House"
4915,"Western Cape","Urban",5,"Medium","EA_0259","Townhouse"
4916,"KwaZulu-Natal","Urban",5,"Low","EA_0291","Flat"
4917,"Gauteng","Rural",4,"High","EA_0271","Traditional"
4918,"Free State","Urban",6,"Low","EA_0334","Flat"
4919,"Limpopo","Urban",3,"Low","EA_0311","House"
4920,"Limpopo","Rural",7,"High","EA_0355","House"
4921,"Mpumalanga","Urban",5,"Low","EA_0167","Informal"
4922,"Gauteng","Urban",8,"Low","EA_0443","Flat"
4923,"Gauteng","Urban",3,"High","EA_0161","House"
4924,"KwaZulu-Natal","Urban",3,"Medium","EA_0373","Flat"
4925,"Mpumalanga","Urban",4,"Medium","EA_0219","House"
4926,"Gauteng","Urban",6,"Medium","EA_0292","Flat"
4927,"Limpopo","Rural",8,"Low","EA_0400","House"
4928,"Gauteng","Rural",5,"Medium","EA_0257","House"
4929,"Western Cape","Urban",4,"Medium","EA_0171","Townhouse"
4930,"KwaZulu-Natal","Rural",4,"Medium","EA_0321","House"
4931,"Gauteng","Rural",4,"Medium","EA_0476","Traditional"
4932,"Mpumalanga","Urban",5,"Medium","EA_0180","House"
4933,"Gauteng","Urban",4,"Medium","EA_0422","Informal"
4934,"KwaZulu-Natal","Urban",3,"High","EA_0223","Flat"
4935,"Gauteng","Rural",2,"Low","EA_0380","House"
4936,"Western Cape","Urban",4,"Low","EA_0477","House"
4937,"Eastern Cape","Urban",4,"Low","EA_0045","Townhouse"
4938,"KwaZulu-Natal","Rural",6,"Medium","EA_0279","Traditional"
4939,"Western Cape","Rural",3,"Low","EA_0438","House"
4940,"Eastern Cape","Urban",3,"Medium","EA_0450","Flat"
4941,"Mpumalanga","Rural",2,"Medium","EA_0027","House"
4942,"North West","Urban",3,"Low","EA_0417","Flat"
4943,"KwaZulu-Natal","Urban",6,"Medium","EA_0454","House"
4944,"Limpopo","Urban",4,"Medium","EA_0082","Flat"
4945,"Limpopo","Urban",3,"Medium","EA_0394","House"
4946,"Gauteng","Urban",1,"Medium","EA_0051","House"
4947,"Western Cape","Urban",5,"Low","EA_0292","Townhouse"
4948,"Mpumalanga","Urban",5,"Low","EA_0239","House"
4949,"Eastern Cape","Rural",5,"Low","EA_0304","Traditional"
4950,"Limpopo","Rural",4,"High","EA_0143","House"
4951,"KwaZulu-Natal","Rural",7,"High","EA_0474","House"
4952,"Mpumalanga","Rural",5,"Low","EA_0279","House"
4953,"Gauteng","Urban",5,"Medium","EA_0451","House"
4954,"KwaZulu-Natal","Rural",3,"Low","EA_0052","Informal"
4955,"KwaZulu-Natal","Urban",3,"Medium","EA_0448","Townhouse"
4956,"Limpopo","Rural",6,"Low","EA_0037","House"
4957,"Gauteng","Rural",2,"High","EA_0421","Informal"
4958,"KwaZulu-Natal","Rural",3,"Low","EA_0235","Traditional"
4959,"KwaZulu-Natal","Rural",6,"Low","EA_0135","House"
4960,"KwaZulu-Natal","Rural",4,"Medium","EA_0479","Traditional"
4961,"Western Cape","Rural",5,"Low","EA_0359","House"
4962,"Eastern Cape","Urban",5,"High","EA_0093","House"
4963,"Western Cape","Rural",4,"Low","EA_0076","House"
4964,"KwaZulu-Natal","Urban",7,"Low","EA_0441","House"
4965,"North West","Urban",4,"Low","EA_0336","Informal"
4966,"Northern Cape","Urban",4,"High","EA_0163","Flat"
4967,"Gauteng","Urban",3,"Medium","EA_0345","House"
4968,"Gauteng","Rural",3,"High","EA_0242","Traditional"
4969,"Gauteng","Urban",3,"Medium","EA_0150","Flat"
4970,"Northern Cape","Urban",5,"Medium","EA_0387","House"
4971,"Eastern Cape","Rural",4,"Medium","EA_0251","House"
4972,"Western Cape","Rural",2,"Medium","EA_0358","House"
4973,"Western Cape","Urban",6,"High","EA_0298","House"
4974,"Mpumalanga","Rural",3,"Low","EA_0290","Traditional"
4975,"Western Cape","Urban",3,"Medium","EA_0419","Townhouse"
4976,"Limpopo","Urban",6,"Medium","EA_0032","House"
4977,"Western Cape","Rural",5,"Low","EA_0360","Traditional"
4978,"Gauteng","Urban",2,"Low","EA_0105","Flat"
4979,"Limpopo","Rural",3,"High","EA_0494","Informal"
4980,"KwaZulu-Natal","Urban",3,"Medium","EA_0260","House"
4981,"Mpumalanga","Urban",3,"Low","EA_0469","Flat"
4982,"Western Cape","Urban",5,"Medium","EA_0059","Flat"
4983,"Gauteng","Urban",5,"Low","EA_0128","Townhouse"
4984,"KwaZulu-Natal","Urban",4,"Medium","EA_0095","Townhouse"
4985,"Gauteng","Rural",5,"Low","EA_0050","House"
4986,"Gauteng","Rural",8,"Medium","EA_0176","House"
4987,"KwaZulu-Natal","Urban",2,"Low","EA_0005","House"
4988,"Eastern Cape","Urban",5,"Medium","EA_0212","House"
4989,"Gauteng","Urban",4,"Low","EA_0170","House"
4990,"North West","Urban",1,"Low","EA_0489","House"
4991,"Limpopo","Rural",7,"Low","EA_0221","House"
4992,"Limpopo","Rural",4,"Low","EA_0437","House"
4993,"Gauteng","Urban",7,"Low","EA_0099","Flat"
4994,"Gauteng","Urban",2,"Low","EA_0467","Townhouse"
4995,"Western Cape","Rural",3,"Medium","EA_0349","House"
4996,"North West","Urban",4,"High","EA_0233","Townhouse"
4997,"Gauteng","Urban",4,"Low","EA_0123","House"
4998,"Eastern Cape","Rural",6,"High","EA_0374","Traditional"
4999,"Gauteng","Rural",5,"Low","EA_0308","House"
5000,"Gauteng","Rural",4,"High","EA_0112","Informal"
5001,"Western Cape","Urban",4,"Medium","EA_0474","Flat"
5002,"Limpopo","Urban",6,"High","EA_0356","Flat"
5003,"Eastern Cape","Rural",6,"Low","EA_0112","House"
5004,"Eastern Cape","Urban",2,"Low","EA_0109","Townhouse"
5005,"Gauteng","Rural",4,"Low","EA_0014","Traditional"
5006,"Gauteng","Rural",5,"High","EA_0421","Traditional"
5007,"Eastern Cape","Urban",5,"Low","EA_0261","Flat"
5008,"KwaZulu-Natal","Urban",5,"Medium","EA_0414","Flat"
5009,"North West","Urban",4,"Medium","EA_0349","House"
5010,"Limpopo","Rural",4,"Low","EA_0176","House"
5011,"Eastern Cape","Rural",2,"Medium","EA_0373","House"
5012,"North West","Urban",2,"Low","EA_0178","Townhouse"
5013,"Western Cape","Urban",4,"Medium","EA_0107","Townhouse"
5014,"Gauteng","Urban",6,"Medium","EA_0441","Townhouse"
5015,"Eastern Cape","Urban",7,"Medium","EA_0466","House"
5016,"KwaZulu-Natal","Rural",2,"Low","EA_0040","House"
5017,"Gauteng","Urban",4,"Medium","EA_0086","Informal"
5018,"Gauteng","Urban",2,"High","EA_0208","House"
5019,"Gauteng","Rural",5,"Low","EA_0414","Informal"
5020,"Free State","Urban",4,"Medium","EA_0007","Flat"
5021,"Western Cape","Rural",5,"Medium","EA_0016","Traditional"
5022,"KwaZulu-Natal","Urban",6,"Low","EA_0461","House"
5023,"Western Cape","Urban",6,"Low","EA_0203","Flat"
5024,"Western Cape","Rural",5,"Medium","EA_0442","House"
5025,"Gauteng","Rural",5,"High","EA_0100","Traditional"
5026,"North West","Urban",5,"Low","EA_0046","Flat"
5027,"Eastern Cape","Rural",8,"Medium","EA_0375","House"
5028,"Northern Cape","Urban",6,"Medium","EA_0095","Informal"
5029,"North West","Urban",2,"Medium","EA_0172","House"
5030,"Gauteng","Urban",8,"Medium","EA_0374","House"
5031,"Mpumalanga","Urban",1,"Low","EA_0006","House"
5032,"Western Cape","Urban",1,"High","EA_0199","Townhouse"
5033,"Eastern Cape","Urban",7,"Medium","EA_0454","House"
5034,"Limpopo","Urban",9,"Low","EA_0074","House"
5035,"Western Cape","Rural",7,"Medium","EA_0101","Informal"
5036,"Eastern Cape","Urban",5,"Low","EA_0470","Flat"
5037,"Limpopo","Urban",1,"Medium","EA_0133","Flat"
5038,"KwaZulu-Natal","Rural",2,"Low","EA_0309","Traditional"
5039,"Limpopo","Urban",3,"Low","EA_0323","Townhouse"
5040,"Mpumalanga","Urban",5,"Low","EA_0318","Townhouse"
5041,"Gauteng","Urban",5,"Low","EA_0178","House"
5042,"Mpumalanga","Rural",8,"Low","EA_0336","House"
5043,"KwaZulu-Natal","Urban",4,"High","EA_0103","Townhouse"
5044,"Eastern Cape","Urban",7,"Medium","EA_0360","House"
5045,"Western Cape","Urban",5,"High","EA_0111","House"
5046,"Gauteng","Urban",7,"Medium","EA_0115","House"
5047,"Mpumalanga","Urban",4,"Low","EA_0018","Flat"
5048,"Gauteng","Rural",6,"High","EA_0057","House"
5049,"KwaZulu-Natal","Urban",10,"Low","EA_0190","House"
5050,"Gauteng","Rural",6,"Medium","EA_0063","House"
5051,"Mpumalanga","Urban",9,"Medium","EA_0428","Townhouse"
5052,"Gauteng","Urban",5,"Low","EA_0220","Townhouse"
5053,"Limpopo","Urban",4,"Medium","EA_0133","House"
5054,"Eastern Cape","Rural",8,"Low","EA_0072","Informal"
5055,"KwaZulu-Natal","Urban",8,"Low","EA_0315","House"
5056,"Gauteng","Urban",3,"High","EA_0030","Townhouse"
5057,"Western Cape","Urban",2,"Medium","EA_0485","Townhouse"
5058,"KwaZulu-Natal","Rural",9,"Medium","EA_0442","Informal"
5059,"Eastern Cape","Rural",2,"Low","EA_0153","House"
5060,"Eastern Cape","Urban",2,"Low","EA_0269","House"
5061,"North West","Rural",4,"Medium","EA_0242","House"
5062,"Limpopo","Urban",5,"Medium","EA_0437","Townhouse"
5063,"Gauteng","Urban",7,"Low","EA_0199","Flat"
5064,"Eastern Cape","Urban",5,"Low","EA_0021","House"
5065,"Gauteng","Urban",4,"Medium","EA_0274","House"
5066,"Western Cape","Urban",7,"Medium","EA_0237","Informal"
5067,"KwaZulu-Natal","Rural",3,"High","EA_0144","Traditional"
5068,"Eastern Cape","Urban",5,"Medium","EA_0032","Townhouse"
5069,"Gauteng","Urban",5,"Medium","EA_0199","House"
5070,"Western Cape","Urban",4,"High","EA_0293","Townhouse"
5071,"Western Cape","Urban",7,"High","EA_0366","House"
5072,"Western Cape","Rural",4,"Low","EA_0096","House"
5073,"Western Cape","Urban",8,"Medium","EA_0122","Townhouse"
5074,"Northern Cape","Urban",6,"Low","EA_0129","Flat"
5075,"Limpopo","Urban",4,"Medium","EA_0495","House"
5076,"Limpopo","Urban",8,"Low","EA_0304","House"
5077,"Limpopo","Rural",4,"Medium","EA_0113","Traditional"
5078,"Gauteng","Urban",4,"Medium","EA_0271","Informal"
5079,"KwaZulu-Natal","Urban",5,"High","EA_0367","Townhouse"
5080,"Gauteng","Urban",4,"High","EA_0438","Flat"
5081,"Eastern Cape","Urban",4,"Medium","EA_0232","Informal"
5082,"Mpumalanga","Urban",8,"Low","EA_0207","Informal"
5083,"Western Cape","Urban",8,"High","EA_0246","House"
5084,"KwaZulu-Natal","Rural",4,"Low","EA_0382","House"
5085,"Western Cape","Urban",2,"High","EA_0118","House"
5086,"Gauteng","Urban",5,"Low","EA_0080","Flat"
5087,"Gauteng","Rural",3,"Low","EA_0214","House"
5088,"Gauteng","Urban",6,"High","EA_0083","Flat"
5089,"Eastern Cape","Urban",5,"Low","EA_0413","House"
5090,"Limpopo","Rural",4,"Low","EA_0403","House"
5091,"North West","Rural",4,"Low","EA_0167","House"
5092,"KwaZulu-Natal","Urban",5,"High","EA_0386","Flat"
5093,"KwaZulu-Natal","Urban",10,"Low","EA_0024","Flat"
5094,"Gauteng","Urban",2,"High","EA_0454","Flat"
5095,"Western Cape","Rural",4,"High","EA_0366","House"
5096,"Western Cape","Rural",6,"Low","EA_0250","Traditional"
5097,"Western Cape","Rural",6,"Medium","EA_0031","House"
5098,"Western Cape","Urban",2,"Low","EA_0279","Townhouse"
5099,"Western Cape","Urban",8,"Medium","EA_0376","Townhouse"
5100,"Mpumalanga","Urban",3,"Medium","EA_0001","House"
5101,"Limpopo","Rural",1,"Medium","EA_0283","Informal"
5102,"Limpopo","Urban",5,"Low","EA_0389","House"
5103,"Eastern Cape","Urban",6,"Low","EA_0122","Townhouse"
5104,"KwaZulu-Natal","Urban",2,"Low","EA_0344","Flat"
5105,"Limpopo","Urban",6,"Medium","EA_0017","House"
5106,"Eastern Cape","Urban",5,"Medium","EA_0457","House"
5107,"Eastern Cape","Urban",5,"Low","EA_0081","Townhouse"
5108,"Western Cape","Rural",3,"Low","EA_0480","House"
5109,"Western Cape","Urban",7,"Medium","EA_0336","Townhouse"
5110,"Mpumalanga","Rural",4,"Low","EA_0367","House"
5111,"Western Cape","Rural",8,"Medium","EA_0354","House"
5112,"North West","Urban",4,"Medium","EA_0284","House"
5113,"Limpopo","Rural",3,"Low","EA_0411","House"
5114,"Limpopo","Rural",2,"Low","EA_0136","House"
5115,"North West","Urban",1,"Medium","EA_0169","Townhouse"
5116,"KwaZulu-Natal","Rural",5,"Medium","EA_0032","House"
5117,"North West","Urban",5,"Low","EA_0211","Townhouse"
5118,"Gauteng","Urban",7,"High","EA_0496","House"
5119,"KwaZulu-Natal","Rural",5,"Medium","EA_0177","Traditional"
5120,"Limpopo","Rural",5,"Medium","EA_0087","House"
5121,"Gauteng","Urban",6,"Low","EA_0199","Informal"
5122,"Mpumalanga","Urban",7,"Medium","EA_0247","Informal"
5123,"Mpumalanga","Urban",9,"Low","EA_0449","Flat"
5124,"Gauteng","Urban",7,"Medium","EA_0105","House"
5125,"KwaZulu-Natal","Rural",4,"Low","EA_0301","House"
5126,"Gauteng","Urban",3,"Low","EA_0145","Informal"
5127,"KwaZulu-Natal","Rural",6,"Medium","EA_0376","House"
5128,"Western Cape","Rural",4,"Low","EA_0121","House"
5129,"Limpopo","Rural",2,"Medium","EA_0352","House"
5130,"Eastern Cape","Urban",4,"Low","EA_0137","Townhouse"
5131,"Limpopo","Urban",6,"Medium","EA_0244","Townhouse"
5132,"Western Cape","Urban",6,"Medium","EA_0334","House"
5133,"KwaZulu-Natal","Rural",5,"Medium","EA_0397","House"
5134,"KwaZulu-Natal","Urban",6,"Low","EA_0459","Townhouse"
5135,"KwaZulu-Natal","Urban",6,"Low","EA_0169","House"
5136,"North West","Urban",4,"Medium","EA_0041","Townhouse"
5137,"Western Cape","Urban",5,"Medium","EA_0435","Townhouse"
5138,"North West","Rural",5,"Low","EA_0054","Traditional"
5139,"Gauteng","Urban",2,"Low","EA_0434","Townhouse"
5140,"Limpopo","Rural",5,"Low","EA_0220","Traditional"
5141,"Gauteng","Urban",7,"Low","EA_0244","House"
5142,"Mpumalanga","Urban",1,"Low","EA_0172","House"
5143,"North West","Rural",5,"Low","EA_0170","House"
5144,"Gauteng","Urban",4,"Low","EA_0184","House"
5145,"KwaZulu-Natal","Rural",8,"High","EA_0149","House"
5146,"Mpumalanga","Urban",5,"Medium","EA_0164","Townhouse"
5147,"KwaZulu-Natal","Urban",6,"High","EA_0474","House"
5148,"Gauteng","Rural",1,"Medium","EA_0336","House"
5149,"Limpopo","Rural",3,"High","EA_0300","House"
5150,"Mpumalanga","Rural",2,"Low","EA_0232","House"
5151,"KwaZulu-Natal","Urban",7,"Medium","EA_0395","Informal"
5152,"Western Cape","Urban",3,"Low","EA_0452","House"
5153,"Eastern Cape","Urban",5,"Medium","EA_0367","Informal"
5154,"Eastern Cape","Urban",4,"Low","EA_0294","House"
5155,"Gauteng","Urban",1,"Medium","EA_0340","Townhouse"
5156,"Northern Cape","Urban",2,"Low","EA_0434","Informal"
5157,"KwaZulu-Natal","Urban",3,"Medium","EA_0187","Flat"
5158,"KwaZulu-Natal","Urban",3,"Low","EA_0272","Townhouse"
5159,"Gauteng","Urban",7,"High","EA_0214","Flat"
5160,"Gauteng","Rural",4,"Low","EA_0353","House"
5161,"Western Cape","Urban",8,"Medium","EA_0080","Flat"
5162,"Mpumalanga","Urban",5,"Medium","EA_0005","Flat"
5163,"Mpumalanga","Urban",3,"Low","EA_0330","House"
5164,"Limpopo","Rural",4,"Low","EA_0476","Traditional"
5165,"Western Cape","Urban",3,"Medium","EA_0172","Informal"
5166,"Northern Cape","Rural",4,"Low","EA_0367","House"
5167,"Western Cape","Urban",5,"Medium","EA_0158","Townhouse"
5168,"Mpumalanga","Urban",6,"Medium","EA_0125","House"
5169,"Western Cape","Urban",5,"Medium","EA_0005","House"
5170,"Western Cape","Rural",5,"Low","EA_0001","House"
5171,"Western Cape","Rural",8,"Low","EA_0239","House"
5172,"KwaZulu-Natal","Rural",5,"Medium","EA_0182","House"
5173,"Gauteng","Urban",3,"Low","EA_0444","Townhouse"
5174,"Mpumalanga","Rural",6,"Low","EA_0400","House"
5175,"Mpumalanga","Rural",6,"Medium","EA_0439","Traditional"
5176,"Western Cape","Urban",2,"Low","EA_0500","Flat"
5177,"Gauteng","Rural",2,"Medium","EA_0031","House"
5178,"Gauteng","Urban",3,"Medium","EA_0240","House"
5179,"Western Cape","Urban",7,"High","EA_0448","Townhouse"
5180,"Limpopo","Urban",4,"Low","EA_0327","Townhouse"
5181,"Eastern Cape","Rural",3,"Low","EA_0345","Traditional"
5182,"Gauteng","Urban",5,"Medium","EA_0207","House"
5183,"Western Cape","Rural",2,"High","EA_0276","House"
5184,"Gauteng","Urban",5,"High","EA_0424","Flat"
5185,"Mpumalanga","Urban",4,"Medium","EA_0398","Informal"
5186,"KwaZulu-Natal","Rural",4,"Low","EA_0226","House"
5187,"Eastern Cape","Rural",8,"Low","EA_0140","House"
5188,"Gauteng","Urban",1,"High","EA_0109","House"
5189,"Northern Cape","Urban",7,"Low","EA_0211","Flat"
5190,"Mpumalanga","Urban",7,"Medium","EA_0374","House"
5191,"Limpopo","Urban",5,"Medium","EA_0062","House"
5192,"KwaZulu-Natal","Urban",6,"Medium","EA_0301","Townhouse"
5193,"KwaZulu-Natal","Urban",4,"Low","EA_0336","House"
5194,"Gauteng","Urban",6,"Medium","EA_0393","Townhouse"
5195,"North West","Rural",7,"Medium","EA_0118","House"
5196,"Eastern Cape","Rural",3,"High","EA_0175","House"
5197,"Eastern Cape","Urban",3,"High","EA_0088","Informal"
5198,"Limpopo","Urban",3,"Low","EA_0324","House"
5199,"Gauteng","Urban",7,"High","EA_0004","Townhouse"
5200,"KwaZulu-Natal","Urban",3,"High","EA_0309","House"
5201,"Gauteng","Rural",5,"Low","EA_0278","Traditional"
5202,"Western Cape","Urban",7,"Medium","EA_0053","House"
5203,"KwaZulu-Natal","Urban",2,"Medium","EA_0366","Flat"
5204,"Gauteng","Rural",7,"Low","EA_0457","Informal"
5205,"Western Cape","Urban",4,"High","EA_0273","Informal"
5206,"Gauteng","Urban",4,"Medium","EA_0486","House"
5207,"KwaZulu-Natal","Urban",3,"Medium","EA_0336","House"
5208,"Gauteng","Urban",4,"Low","EA_0301","Townhouse"
5209,"Gauteng","Urban",5,"Low","EA_0149","House"
5210,"Northern Cape","Urban",2,"Medium","EA_0030","Townhouse"
5211,"Limpopo","Rural",4,"Medium","EA_0168","House"
5212,"Western Cape","Urban",2,"Medium","EA_0167","House"
5213,"Western Cape","Urban",4,"High","EA_0441","Townhouse"
5214,"Eastern Cape","Rural",3,"Medium","EA_0382","House"
5215,"Mpumalanga","Urban",4,"Low","EA_0006","House"
5216,"Eastern Cape","Urban",3,"Medium","EA_0006","Townhouse"
5217,"Northern Cape","Urban",3,"High","EA_0016","Flat"
5218,"Mpumalanga","Rural",5,"Medium","EA_0193","Traditional"
5219,"KwaZulu-Natal","Rural",5,"Medium","EA_0157","House"
5220,"Western Cape","Rural",5,"Low","EA_0351","Traditional"
5221,"Northern Cape","Rural",6,"Low","EA_0155","House"
5222,"Gauteng","Rural",4,"High","EA_0382","Informal"
5223,"Western Cape","Urban",9,"Low","EA_0063","House"
5224,"Gauteng","Rural",4,"Medium","EA_0194","House"
5225,"Western Cape","Urban",2,"High","EA_0133","Flat"
5226,"Gauteng","Urban",3,"Medium","EA_0190","Flat"
5227,"Gauteng","Rural",5,"Medium","EA_0121","House"
5228,"Western Cape","Urban",5,"Medium","EA_0015","Flat"
5229,"KwaZulu-Natal","Rural",3,"Low","EA_0363","Traditional"
5230,"Eastern Cape","Rural",4,"Medium","EA_0223","Informal"
5231,"Eastern Cape","Rural",2,"Medium","EA_0009","House"
5232,"Western Cape","Urban",3,"High","EA_0158","House"
5233,"Gauteng","Urban",2,"Medium","EA_0413","Townhouse"
5234,"Western Cape","Urban",4,"Low","EA_0333","House"
5235,"KwaZulu-Natal","Urban",1,"Medium","EA_0072","House"
5236,"Gauteng","Urban",6,"High","EA_0319","House"
5237,"Free State","Urban",6,"High","EA_0112","Flat"
5238,"Limpopo","Rural",2,"Medium","EA_0150","House"
5239,"North West","Urban",3,"Medium","EA_0499","House"
5240,"North West","Rural",3,"Low","EA_0467","House"
5241,"Western Cape","Rural",1,"Low","EA_0044","House"
5242,"Western Cape","Rural",6,"Low","EA_0302","Traditional"
5243,"Eastern Cape","Urban",5,"Low","EA_0446","Flat"
5244,"North West","Urban",7,"Low","EA_0019","House"
5245,"Gauteng","Rural",3,"Medium","EA_0236","House"
5246,"Mpumalanga","Urban",5,"High","EA_0199","Townhouse"
5247,"Mpumalanga","Urban",3,"Low","EA_0401","Flat"
5248,"Limpopo","Urban",3,"Low","EA_0293","House"
5249,"Gauteng","Urban",4,"Low","EA_0012","Flat"
5250,"Western Cape","Urban",5,"Medium","EA_0122","House"
5251,"Western Cape","Rural",3,"High","EA_0444","House"
5252,"Limpopo","Urban",4,"Low","EA_0040","House"
5253,"Gauteng","Rural",4,"Low","EA_0444","House"
5254,"Western Cape","Rural",3,"Medium","EA_0024","House"
5255,"Eastern Cape","Urban",8,"Low","EA_0087","House"
5256,"Limpopo","Urban",6,"Low","EA_0457","Flat"
5257,"Mpumalanga","Urban",7,"Medium","EA_0325","House"
5258,"North West","Rural",3,"Medium","EA_0094","Traditional"
5259,"KwaZulu-Natal","Urban",7,"Low","EA_0215","House"
5260,"Limpopo","Urban",2,"High","EA_0165","Informal"
5261,"Gauteng","Urban",5,"Low","EA_0164","House"
5262,"Mpumalanga","Urban",6,"High","EA_0239","Flat"
5263,"Limpopo","Rural",5,"Medium","EA_0358","House"
5264,"KwaZulu-Natal","Rural",4,"High","EA_0017","Traditional"
5265,"KwaZulu-Natal","Urban",4,"Low","EA_0062","House"
5266,"KwaZulu-Natal","Urban",4,"Medium","EA_0090","Townhouse"
5267,"Free State","Urban",6,"Low","EA_0302","Townhouse"
5268,"Gauteng","Urban",8,"Low","EA_0440","Flat"
5269,"North West","Urban",4,"Low","EA_0334","House"
5270,"KwaZulu-Natal","Urban",3,"Low","EA_0468","Flat"
5271,"Western Cape","Urban",4,"Low","EA_0222","Informal"
5272,"Northern Cape","Urban",3,"High","EA_0293","House"
