"response_id","household_id","mode_sequence","initial_mode","final_mode","n_mode_switches","web_attempt_date","web_response","phone_attempt_date","phone_response","f2f_attempt_date","f2f_response","final_response_status","response_propensity_score","mode_preference_stated","device_type","completion_time_minutes","data_quality_score","item_nonresponse_rate","straightlining_detected","mode_effect_adjustment","cost_total","interviewer_id","paradata_available"
"MM00850","HH00070","F2F only","Face-to-face","Face-to-face",3,2024-01-04,"Complete",NA,NA,19750,"Complete","Complete",0.509793809213789,"Face-to-face","Mobile",49,71.43993756374,0.142163004333747,0,0.973355315906829,43.39,"INT018",1
"MM00851","HH00992","Web-F2F","Web","Face-to-face",1,2024-01-16,"No response",NA,NA,19752,"Refused","Refused",0.0409819578006285,"Phone","Mobile",32,73.1088522232161,0.271411432330074,0,0.934541331683391,33.03,"INT014",0
"MM00852","HH01016","F2F only","Face-to-face","Face-to-face",1,2024-01-28,"Complete",NA,NA,19766,"Complete","Complete",0.0853740397168548,"No preference","Mobile",51,56.383408272584,0.0879663841102563,0,0.796697293641223,29.26,"INT044",1
"MM00853","HH00691","F2F only","Face-to-face","Face-to-face",2,2024-01-14,"No response",NA,NA,19768,"Partial","Partial",0.469066445030912,"No preference","Mobile",35,45.7348363831331,0.155688066080678,0,1.02686387851298,26.36,"INT049",1
"MM00854","HH00533","Web only","Web","Web",0,2024-01-10,"No response",NA,NA,NA,NA,"No response",0.112837845184124,"Phone","Mobile",29,81.0131230130121,0.103278377075322,0,1.02576960445768,3.32,NA,1
"MM00855","HH00502","F2F only","Face-to-face","Face-to-face",0,2024-01-09,"No response",NA,NA,19746,"Partial","Partial",0.114646427105498,"Web","Desktop",34,80.9485903137515,0.0153620090480062,0,1.05032179715502,37.56,"INT015",1
"MM00856","HH00430","Web-F2F","Web","Face-to-face",3,2024-01-16,"No response",NA,NA,19754,"Complete","Complete",0.286467325338363,"Face-to-face","Tablet",31,71.774807403329,0.0708776827717095,0,0.96361610511739,44.55,"INT034",0
"MM00857","HH00576","Phone-F2F","Phone","Face-to-face",1,2024-01-12,"Complete",19746,"No response",19761,"Partial","Partial",0.194519131355159,"Web","Mobile",44,60.2076922062494,0.00845688031593391,0,0.952646318620028,49.27,"INT045",1
"MM00858","HH00629","Web-Phone","Web","Phone",2,2024-01-25,"Complete",19763,"Complete",NA,NA,"Complete",0.53302836645439,"Face-to-face","Desktop",28,84.0535922724077,0.138451638973358,0,0.964422225370121,9.3,"INT034",1
"MM00859","HH01282","Phone-F2F","Phone","Face-to-face",2,2024-01-07,"No response",19736,"Complete",19761,"Complete","Complete",0.0869037141896582,"Web","Desktop",44,93.6751795084628,0.0557650928120234,0,1.17463031746598,25.73,"INT026",0
"MM00860","HH00059","Web-F2F","Web","Face-to-face",1,2024-01-28,"No response",NA,NA,19779,"Partial","Partial",0.372545411183025,"Phone","Mobile",50,58.6591323153342,0.0631380213263095,0,1.00996786679136,27.04,"INT015",1
"MM00861","HH00014","Phone-F2F","Phone","Face-to-face",2,2024-01-30,"Complete",19770,"Complete",19780,"Partial","Partial",0.0315763886340786,"Web","Mobile",39,56.7511992589334,0.0302477379874532,0,0.954720332737884,26.35,"INT028",0
"MM00862","HH00008","Web only","Web","Web",1,2024-01-14,"No response",NA,NA,NA,NA,"No response",0.47380811786353,"Web","Desktop",31,100.455707829367,0.0362185528869468,0,1.06754884462193,4.63,NA,1
"MM00863","HH00943","Web-F2F","Web","Face-to-face",0,2024-01-27,"No response",NA,NA,19768,"Complete","Complete",0.500409173223292,"Web","Mobile",48,64.078093583125,0.107189301055444,0,0.825321792292387,39.53,"INT022",1
"MM00864","HH00440","F2F only","Face-to-face","Face-to-face",0,2024-01-13,"No response",NA,NA,19765,"Complete","Complete",0.328692823418398,"No preference","Mobile",54,64.5545268263387,0.125864157060481,0,0.93145979973456,45.9,"INT019",1
"MM00865","HH01351","Phone-F2F","Phone","Face-to-face",3,2024-01-02,"No response",19745,"No response",19740,"Refused","Refused",0.308672803903389,"Face-to-face","Tablet",43,92.8376223221484,0.0544328885445231,0,0.986336919754334,33.47,"INT015",1
"MM00866","HH00114","F2F only","Face-to-face","Face-to-face",1,2024-01-10,"No response",NA,NA,19760,"Complete","Complete",0.1664009993732,"No preference","NA",55,88.6774617005433,0.0705053174262591,0,1.09928646868382,46.78,"INT028",1
"MM00867","HH00626","F2F only","Face-to-face","Face-to-face",1,2024-01-27,"Partial",NA,NA,19776,"Complete","Complete",0.493536245248025,"Web","Mobile",36,86.7402352203172,0.115584301723053,0,1.16657452366595,38.34,"INT046",0
"MM00868","HH01185","Web-Phone","Web","Phone",1,2024-01-23,"No response",19752,"Partial",NA,NA,"Partial",0.689750733465106,"Face-to-face","Tablet",34,57.8131788037406,0.100493756819165,0,1.0060408423023,9.09,"INT015",1
"MM00869","HH00410","F2F only","Face-to-face","Face-to-face",1,2024-01-05,"No response",NA,NA,19745,"Complete","Complete",0.413271881825843,"Web","Mobile",77,65.4352646133072,0.0557291765636676,0,1.02584294944059,38.91,"INT019",1
"MM00870","HH01015","Phone-F2F","Phone","Face-to-face",1,2024-01-17,"Partial",19751,"No response",19754,"Complete","Complete",0.36024866221985,"No preference","Mobile",28,43.0475276337788,0.0368695906541116,0,1.04981742393743,45.22,"INT044",1
"MM00871","HH00242","F2F only","Face-to-face","Face-to-face",0,2024-01-01,"No response",NA,NA,19745,"Complete","Complete",0.0517648072346972,"Web","Mobile",37,74.9775883139869,0.134748238851848,0,0.853778069265345,35.35,"INT017",1
"MM00872","HH00938","Phone-F2F","Phone","Face-to-face",2,2024-01-06,"No response",19748,"No response",19763,"Complete","Complete",0.476845383413819,"No preference","Mobile",36,92.1228373352096,0.032404396920423,0,1.12380872695728,47.26,"INT008",1
"MM00873","HH00561","Web-F2F","Web","Face-to-face",0,2024-01-31,"Partial",NA,NA,19782,"Refused","Refused",0.420581844355313,"Phone","Desktop",57,58.8508291626144,0.020098963880859,0,0.972967727194684,46.32,"INT038",1
"MM00874","HH01426","Phone-F2F","Phone","Face-to-face",0,2024-01-31,"Complete",19770,"Partial",19780,"Complete","Complete",0.287418922578226,"Phone","Tablet",61,62.4568982808713,0.351077965092331,0,1.05019286683352,28.15,"INT003",1
"MM00875","HH00701","Phone-F2F","Phone","Face-to-face",1,2024-01-14,"No response",19755,"No response",19767,"Complete","Complete",0.491604566872668,"Web","Mobile",62,53.669905568598,0.0707621230612761,0,1.03657239640039,36.67,"INT023",1
"MM00876","HH00144","Web-F2F","Web","Face-to-face",2,2024-01-30,"No response",NA,NA,19767,"Complete","Complete",0.337087909205259,"No preference","Tablet",44,61.2185414294728,0.00888249856784613,0,0.822320615931007,33.55,"INT002",1
"MM00877","HH00170","Phone-F2F","Phone","Face-to-face",0,2024-01-31,"No response",19768,"No response",19771,"Complete","Complete",0.42515927544812,"Phone","Desktop",42,104.406873977236,0.0190734187618821,0,0.714918499753187,37.11,"INT044",1
"MM00878","HH00318","Web-F2F","Web","Face-to-face",0,2024-01-17,"Complete",NA,NA,19756,"Complete","Complete",0.534067627159074,"No preference","Desktop",65,70.2032648845854,0.065733233229869,0,1.14366968062738,43.93,"INT034",0
"MM00879","HH01176","Web only","Web","Web",0,2024-01-25,"No response",NA,NA,NA,NA,"No response",0.707132186406838,"No preference","Tablet",22,73.4470877447135,0.0317874467913638,0,1.13956251195828,3.83,NA,1
"MM00880","HH00612","F2F only","Face-to-face","Face-to-face",1,2024-01-04,"No response",NA,NA,19759,"Refused","Refused",0.639498047954043,"Web","Mobile",62,62.8916384089008,0.0989634608623265,0,0.961689190447498,36.24,"INT011",0
"MM00881","HH00510","F2F only","Face-to-face","Face-to-face",2,2024-01-07,"No response",NA,NA,19758,"Partial","Partial",0.175917677063083,"Face-to-face","Tablet",25,96.2247006017759,0.126894313008028,0,1.06638346228137,39.39,"INT046",1
"MM00882","HH00511","Web only","Web","Web",0,2024-01-26,"No response",NA,NA,NA,NA,"No response",0.13439572918989,"No preference","Mobile",27,83.0073431861709,0.0250549845929667,1,0.991133009832408,4.09,NA,1
"MM00883","HH00671","Web only","Web","Web",0,2024-01-07,"No response",NA,NA,NA,NA,"No response",0.850994137528094,"Phone","Desktop",25,87.4321054947864,0.115866767807588,0,0.937226157175864,2.14,NA,1
"MM00884","HH01368","Phone-F2F","Phone","Face-to-face",0,2024-01-07,"No response",19744,"No response",19749,"Complete","Complete",0.0934976572230756,"No preference","NA",42,69.1225965919723,0.0981977096894125,0,0.960178729457487,40.19,"INT004",0
"MM00885","HH00181","Web-F2F","Web","Face-to-face",2,2024-01-18,"Partial",NA,NA,19770,"Complete","Complete",0.649648819582334,"No preference","Mobile",45,69.0111514412055,0.163206677482292,0,1.07414770234855,39.71,"INT049",1
"MM00886","HH00929","Web-Phone","Web","Phone",3,2024-01-22,"No response",19755,"No response",NA,NA,"No response",0.481208207851641,"Phone","Tablet",50,54.4790139498423,0.105497500068765,1,1.10880791040805,10.16,"INT034",1
"MM00887","HH00940","Web-F2F","Web","Face-to-face",0,2024-01-26,"Partial",NA,NA,19774,"Complete","Complete",0.260040647858307,"Web","Mobile",24,108.873314844728,0.0495803852959724,0,1.08329420089872,46.31,"INT015",1
"MM00888","HH00333","Web-F2F","Web","Face-to-face",0,2024-01-04,"No response",NA,NA,19750,"Complete","Complete",0.190894064330792,"Face-to-face","NA",61,83.9187356906466,0.040393231519623,0,0.895469075998444,45.39,"INT029",1
"MM00889","HH00076","F2F only","Face-to-face","Face-to-face",2,2024-01-17,"Partial",NA,NA,19764,"Complete","Complete",0.314676930919455,"Phone","Tablet",39,79.1667033462071,0.130065892614224,0,1.10236492329499,28.16,"INT024",1
"MM00890","HH00658","Web-F2F","Web","Face-to-face",2,2024-01-14,"Complete",NA,NA,19758,"Complete","Complete",0.347788410340619,"Web","Desktop",67,112.120607431807,0.110005094583149,0,0.84079393685078,35.55,"INT002",1
"MM00891","HH00696","Web-F2F","Web","Face-to-face",0,2024-01-01,"No response",NA,NA,19757,"Complete","Complete",0.0696972433782767,"No preference","Desktop",41,54.4568029743195,0.175174678465095,0,1.16420488165053,41.25,"INT042",1
"MM00892","HH01270","F2F only","Face-to-face","Face-to-face",1,2024-01-18,"Partial",NA,NA,19756,"Complete","Complete",0.26458443153792,"No preference","Desktop",47,58.8987394295585,0.053371502618305,0,0.990128144511506,41.33,"INT023",1
"MM00893","HH01255","F2F only","Face-to-face","Face-to-face",1,2024-01-06,"No response",NA,NA,19757,"Complete","Complete",0.586989024957113,"No preference","Desktop",54,91.9528780671963,0.110966824354253,0,1.07506978223315,38.21,"INT024",1
"MM00894","HH01365","Phone-F2F","Phone","Face-to-face",0,2024-01-02,"No response",19736,"Partial",19753,"Complete","Complete",0.338252043270856,"Phone","Mobile",55,68.7014191339226,0.0750038478826496,0,1.00443207639014,31.51,"INT042",0
"MM00895","HH00054","Web only","Web","Web",2,2024-01-07,"No response",NA,NA,NA,NA,"No response",0.540397344606555,"No preference","Mobile",22,62.610048465392,0.104968012006376,0,0.891126888328149,2.22,NA,1
"MM00896","HH01236","Phone-F2F","Phone","Face-to-face",0,2024-01-10,"Partial",19739,"No response",19764,"Complete","Complete",0.346811271903069,"No preference","NA",49,91.9650069550271,0.0823127810580669,0,0.982745355651378,43.95,"INT016",1
"MM00897","HH00770","Web-Phone","Web","Phone",3,2024-01-07,"No response",19747,"No response",NA,NA,"No response",0.419660933672377,"Phone","Mobile",38,74.5667615982929,0.0701744636860225,1,1.21395213626516,11.82,"INT031",0
"MM00898","HH01089","Web-F2F","Web","Face-to-face",1,2024-01-23,"No response",NA,NA,19773,"Complete","Complete",0.450179533591974,"Phone","Mobile",50,87.2903193182626,0.124791913495633,0,1.05332733443135,43.8,"INT016",1
"MM00899","HH00696","Web only","Web","Web",3,2024-01-12,"No response",NA,NA,NA,NA,"No response",0.539884202556302,"Web","Mobile",19,63.7180592858455,0.120224629706388,0,1.24264780530049,4.78,NA,0
"MM00900","HH00524","F2F only","Face-to-face","Face-to-face",2,2024-01-29,"Complete",NA,NA,19786,"Complete","Complete",0.564348890362986,"Web","Mobile",49,65.9396091828536,0.271345437974299,0,0.995483986463743,38.17,"INT007",1
"MM00901","HH00504","F2F only","Face-to-face","Face-to-face",0,2024-01-06,"Complete",NA,NA,19744,"Complete","Complete",0.588588009290957,"No preference","NA",45,83.406352996442,0.155545502285508,0,0.933944779654781,44.32,"INT037",1
"MM00902","HH00628","F2F only","Face-to-face","Face-to-face",0,2024-01-08,"No response",NA,NA,19758,"Complete","Complete",0.336757537510228,"Face-to-face","Mobile",47,94.9693566893376,0.0651024241548063,0,0.974709864807704,31.28,"INT022",0
"MM00903","HH00096","Web-F2F","Web","Face-to-face",0,2024-01-17,"Complete",NA,NA,19771,"Complete","Complete",0.744175748461009,"Phone","Desktop",45,87.319160615517,0.109293894711149,0,0.870099183442667,27.78,"INT010",1
"MM00904","HH00265","Web only","Web","Web",1,2024-01-13,"Complete",NA,NA,NA,NA,"Complete",0.438042398751115,"Face-to-face","Mobile",42,61.2518442825505,0.14158690405442,0,0.881483276999718,4.19,NA,0
"MM00905","HH01185","Web-Phone","Web","Phone",1,2024-01-30,"No response",19760,"No response",NA,NA,"No response",0.681382811356015,"No preference","NA",32,70.9478520363603,0.100548914714101,0,0.910136810693045,12.94,"INT050",1
"MM00906","HH00694","Web only","Web","Web",1,2024-01-09,"No response",NA,NA,NA,NA,"No response",0.527836416507165,"No preference","Tablet",44,61.2408484468926,0.0860253026034178,0,0.977328501008526,4.92,NA,1
"MM00907","HH00416","Web-F2F","Web","Face-to-face",0,2024-01-27,"Complete",NA,NA,19783,"Complete","Complete",0.819806955655236,"Phone","Desktop",27,66.8304128592817,0.0687484363654225,0,0.856309829525401,25.64,"INT003",1
"MM00908","HH00019","Phone-F2F","Phone","Face-to-face",0,2024-01-04,"No response",19735,"No response",19747,"Complete","Complete",0.115905732252531,"No preference","Tablet",53,86.8370394927169,0.0429277712298968,0,0.936082177293222,33.82,"INT048",0
"MM00909","HH00873","Web-F2F","Web","Face-to-face",0,2024-01-22,"No response",NA,NA,19759,"Complete","Complete",0.486193900409927,"No preference","NA",41,80.927722988603,0.0581008452138281,1,0.878438770816017,40.46,"INT019",1
"MM00910","HH00515","Phone-F2F","Phone","Face-to-face",3,2024-01-11,"Complete",19753,"No response",19755,"Partial","Partial",0.508732395512782,"Web","Mobile",35,87.8671554227359,0.0463367585033623,0,1.03936897812444,41.84,"INT043",1
"MM00911","HH00225","Web-F2F","Web","Face-to-face",0,2024-01-22,"Partial",NA,NA,19775,"Complete","Complete",0.292181623378121,"No preference","Mobile",47,89.7056270151733,0.138399099361384,0,1.09278851893744,46.2,"INT040",1
"MM00912","HH00020","Phone-F2F","Phone","Face-to-face",0,2024-01-06,"Complete",19748,"Partial",19751,"Complete","Complete",0.358295174616262,"Phone","NA",69,96.7800907133879,0.0449925875257341,0,1.19107124099765,41.08,"INT004",1
"MM00913","HH00242","Web-F2F","Web","Face-to-face",0,2024-01-17,"No response",NA,NA,19754,"Complete","Complete",0.46933347366016,"No preference","Mobile",51,77.4315448662661,0.0835908433955143,0,0.929194723568539,26.6,"INT002",1
"MM00914","HH01444","F2F only","Face-to-face","Face-to-face",1,2024-01-23,"Complete",NA,NA,19771,"Partial","Partial",0.109435197875812,"No preference","Desktop",61,69.466808025695,0.0206951045133186,0,0.918441327864455,37.53,"INT011",1
"MM00915","HH01433","F2F only","Face-to-face","Face-to-face",0,2024-01-03,"No response",NA,NA,19743,"Complete","Complete",0.498895988860469,"Face-to-face","Mobile",39,83.0163044982801,0.109803107586955,0,0.823717135998139,31.92,"INT028",1
"MM00916","HH01171","F2F only","Face-to-face","Face-to-face",0,2024-01-29,"Complete",NA,NA,19772,"Complete","Complete",0.46431668782769,"Phone","Mobile",35,57.483527689499,0.118638940764025,0,1.01195110809315,31.2,"INT003",1
"MM00917","HH01352","Web-Phone","Web","Phone",0,2024-01-25,"Complete",19754,"Complete",NA,NA,"Complete",0.478899195544873,"Face-to-face","Mobile",44,109.848469273439,0.160499893324373,0,0.923385756721214,10.57,"INT023",0
"MM00918","HH00057","Web-Phone","Web","Phone",0,2024-01-11,"Complete",19741,"No response",NA,NA,"No response",0.360587406689997,"Phone","Desktop",43,45.1256516908136,0.169412085444432,0,0.93846781833414,8.21,"INT016",1
"MM00919","HH00022","Web-Phone","Web","Phone",0,2024-01-12,"No response",19751,"No response",NA,NA,"No response",0.395742563864009,"No preference","Tablet",37,91.9726728013544,0.0803572010192854,0,1.02352494081531,13.81,"INT045",1
"MM00920","HH00422","Web only","Web","Web",3,2024-01-12,"Complete",NA,NA,NA,NA,"Complete",0.434321488397647,"Face-to-face","NA",20,84.6158556599041,0.170817572696509,0,1.09975008353869,3.6,NA,1
"MM00921","HH00167","Web-F2F","Web","Face-to-face",1,2024-01-08,"No response",NA,NA,19753,"Complete","Complete",0.704438733470165,"No preference","Tablet",9,63.9418204310574,0.130925709654823,0,1.12940458524197,33.73,"INT001",1
"MM00922","HH00996","Phone-F2F","Phone","Face-to-face",1,2024-01-03,"No response",19742,"Partial",19746,"Refused","Refused",0.295511186557314,"Face-to-face","NA",52,67.0906152940254,0.0355157530641682,1,0.952009192839163,27.74,"INT020",1
"MM00923","HH00158","Web only","Web","Web",0,2024-01-02,"No response",NA,NA,NA,NA,"No response",0.156916171429742,"Face-to-face","Desktop",18,70.2270021897078,0.123852674402664,0,1.01354012986979,3,NA,1
"MM00924","HH00697","Web-F2F","Web","Face-to-face",1,2024-01-03,"Complete",NA,NA,19746,"Complete","Complete",0.286027405265868,"Face-to-face","NA",49,73.1356986091331,0.0313357973834348,0,0.886223961038599,45.85,"INT008",1
"MM00925","HH00535","Phone-F2F","Phone","Face-to-face",2,2024-01-09,"Complete",19748,"Complete",19759,"Partial","Partial",0.440433665667232,"No preference","Desktop",45,80.623098983652,0.0928485321694077,0,0.933389987333467,27.85,"INT026",1
"MM00926","HH00228","Web-Phone","Web","Phone",0,2024-01-01,"No response",19741,"No response",NA,NA,"No response",0.522979665608188,"Phone","Mobile",29,98.6372346666912,0.131120280669738,0,1.06010702615738,8.61,"INT021",1
"MM00927","HH01495","Web only","Web","Web",1,2024-01-05,"No response",NA,NA,NA,NA,"No response",0.306428306753431,"Face-to-face","Mobile",25,79.5463931061132,0.0799119321329112,0,0.937527678840637,4.58,NA,1
"MM00928","HH00588","Web only","Web","Web",1,2024-01-27,"No response",NA,NA,NA,NA,"No response",0.803205812690879,"Web","Tablet",32,36.4139201944079,0.142437308383091,0,1.0450890304826,3.84,NA,0
"MM00929","HH00889","Web-F2F","Web","Face-to-face",2,2024-01-30,"Partial",NA,NA,19778,"Partial","Partial",0.125824951610547,"No preference","Mobile",47,74.7921210152212,0.0399511838675501,0,0.930124552388863,33.25,"INT019",1
"MM00930","HH00392","F2F only","Face-to-face","Face-to-face",2,2024-01-01,"Complete",NA,NA,19758,"Complete","Complete",0.375739927037462,"Web","Tablet",60,67.0329828819163,0.103734441336847,0,0.879857900574909,46.29,"INT030",0
"MM00931","HH01259","Web-F2F","Web","Face-to-face",2,2024-01-22,"No response",NA,NA,19774,"Complete","Complete",0.810529332693174,"Web","Mobile",24,100.165485873945,0.00722367445280939,0,0.967046807137616,45,"INT022",1
"MM00932","HH01310","Phone-F2F","Phone","Face-to-face",1,2024-01-12,"Partial",19749,"Complete",19760,"Complete","Complete",0.079368343139716,"Phone","Mobile",58,88.5964246678253,0.0713186963074506,0,1.09348150842466,49.81,"INT018",1
"MM00933","HH00347","Web-Phone","Web","Phone",0,2024-01-29,"No response",19759,"No response",NA,NA,"No response",0.594173586007401,"No preference","Desktop",19,70.7031046811722,0.123177102426087,0,0.936095712155717,13.77,"INT017",0
"MM00934","HH00778","Web-F2F","Web","Face-to-face",0,2024-01-09,"Complete",NA,NA,19755,"Complete","Complete",0.626859029633882,"Face-to-face","Desktop",49,74.6670743752773,0.0279147693209486,0,0.910116282156026,40.52,"INT035",1
"MM00935","HH00404","Web-F2F","Web","Face-to-face",0,2024-01-14,"Partial",NA,NA,19752,"Complete","Complete",0.111551078183207,"Face-to-face","Tablet",48,44.6342398985835,0.0664458122250658,0,1.05043047991365,30.43,"INT041",1
"MM00936","HH00639","F2F only","Face-to-face","Face-to-face",3,2024-01-16,"Partial",NA,NA,19769,"Complete","Complete",0.115530543390166,"Face-to-face","Mobile",45,65.5235613013389,0.0298569580309145,0,1.00133056849055,31.6,"INT010",0
"MM00937","HH00495","Web only","Web","Web",0,2024-01-15,"Complete",NA,NA,NA,NA,"Complete",0.531270610129421,"Face-to-face","Tablet",30,88.1972625464263,0.150067661023062,0,0.892996537253993,2.42,NA,1
"MM00938","HH01021","Web-F2F","Web","Face-to-face",0,2024-01-05,"No response",NA,NA,19758,"Partial","Partial",0.766616966231118,"Face-to-face","Desktop",35,92.1322426100732,0.080197294930222,0,0.716886795509214,49.45,"INT008",0
"MM00939","HH00963","F2F only","Face-to-face","Face-to-face",0,2024-01-27,"Complete",NA,NA,19776,"Complete","Complete",0.166646221834725,"Face-to-face","Desktop",50,54.430036446322,0.0186356558100902,0,1.09941433987875,32.86,"INT027",1
"MM00940","HH00650","Web only","Web","Web",2,2024-01-25,"Complete",NA,NA,NA,NA,"Complete",0.42664361059142,"Phone","Mobile",22,74.0377275299179,0.0381226939109697,0,1.0178475590529,2.93,NA,0
"MM00941","HH00845","Phone-F2F","Phone","Face-to-face",2,2024-01-04,"No response",19737,"Complete",19750,"Complete","Complete",0.480235599076577,"Phone","Mobile",35,83.9696078526804,0.0982549050567722,0,1.09894087261186,38.23,"INT020",0
"MM00942","HH00579","F2F only","Face-to-face","Face-to-face",0,2024-01-24,"Partial",NA,NA,19768,"Complete","Complete",0.20421291586637,"Phone","NA",64,74.3183843831753,0.0576655306363532,0,0.986765384165608,45.48,"INT021",1
"MM00943","HH00057","Phone-F2F","Phone","Face-to-face",2,2024-01-26,"No response",19768,"Complete",19767,"Complete","Complete",0.722238794993072,"Face-to-face","Mobile",62,61.0797408356828,0.0742339279604445,0,1.03041360501314,41.42,"INT038",1
"MM00944","HH00873","Web-Phone","Web","Phone",0,2024-01-28,"Partial",19759,"Complete",NA,NA,"Complete",0.445179159878544,"No preference","Mobile",23,81.1890878676723,0.0925410024023154,0,1.16836975986997,12.01,"INT010",1
"MM00945","HH01310","F2F only","Face-to-face","Face-to-face",1,2024-01-12,"Complete",NA,NA,19750,"Partial","Partial",0.151202587072554,"Face-to-face","Desktop",66,64.8301984884614,0.0910167254849061,0,1.13431140333259,39.15,"INT018",1
"MM00946","HH00961","F2F only","Face-to-face","Face-to-face",0,2024-01-25,"Complete",NA,NA,19781,"Partial","Partial",0.12256136646551,"Phone","Mobile",40,68.4892118795319,0.12045056955763,0,0.920296499635524,42.63,"INT034",1
"MM00947","HH00654","Web-Phone","Web","Phone",0,2024-01-12,"Complete",19744,"Complete",NA,NA,"Complete",0.175438707328595,"No preference","Desktop",41,76.1122015129761,0.150593713768289,1,1.19299768825072,9.6,"INT043",1
"MM00948","HH00204","Web-Phone","Web","Phone",0,2024-01-11,"Partial",19744,"Complete",NA,NA,"Complete",0.512421537542598,"No preference","NA",52,55.9653125435839,0.0233828700925324,0,1.07128213453273,13.62,"INT023",1
"MM00949","HH01065","F2F only","Face-to-face","Face-to-face",0,2024-01-27,"No response",NA,NA,19784,"Complete","Complete",0.589152301850904,"Phone","Tablet",33,70.7453745993134,0.013322305560384,0,0.993336734051798,40.12,"INT041",1
"MM00950","HH01041","F2F only","Face-to-face","Face-to-face",1,2024-01-27,"Complete",NA,NA,19771,"Partial","Partial",0.266609683543586,"Face-to-face","Desktop",52,57.065815329029,0.0154764420159441,0,0.915463663074288,36.88,"INT031",0
"MM00951","HH00454","Web-F2F","Web","Face-to-face",2,2024-01-27,"No response",NA,NA,19777,"Complete","Complete",0.236005305419721,"Face-to-face","Mobile",22,101.759716320954,0.0466987281521475,0,0.950065144810904,32.05,"INT028",0
"MM00952","HH01248","F2F only","Face-to-face","Face-to-face",2,2024-01-31,"Complete",NA,NA,19774,"Refused","Refused",0.0542408841396499,"No preference","Mobile",49,84.7617095418248,0.019493240072774,0,0.891517847541921,38.27,"INT029",0
"MM00953","HH01179","F2F only","Face-to-face","Face-to-face",1,2024-01-22,"Partial",NA,NA,19773,"Complete","Complete",0.162191193257632,"No preference","Mobile",38,77.6001516761746,0.0355773784412306,0,0.995456968893736,27.4,"INT001",0
"MM00954","HH00266","Web-F2F","Web","Face-to-face",1,2024-01-08,"No response",NA,NA,19744,"Complete","Complete",0.558977307636211,"Face-to-face","Mobile",29,63.5223055540607,0.140485813323359,0,0.950698424129053,39.53,"INT046",1
"MM00955","HH00583","F2F only","Face-to-face","Face-to-face",0,2024-01-03,"No response",NA,NA,19753,"Complete","Complete",0.770556726100966,"Phone","NA",44,52.0224046500736,0.130051405190068,0,0.977464425815427,48.05,"INT037",1
"MM00956","HH00093","Web-F2F","Web","Face-to-face",1,2024-01-21,"No response",NA,NA,19778,"Complete","Complete",0.812793492070811,"Face-to-face","Mobile",56,83.2075899527397,0.0411582405317485,0,0.914683276105229,25.99,"INT046",1
"MM00957","HH01491","Web-F2F","Web","Face-to-face",2,2024-01-02,"Partial",NA,NA,19755,"Complete","Complete",0.691128545729069,"Face-to-face","Mobile",42,65.3818333637543,0.0490721898571543,0,0.854564941175986,43.19,"INT016",1
"MM00958","HH00250","F2F only","Face-to-face","Face-to-face",0,2024-01-01,"Partial",NA,NA,19750,"Refused","Refused",0.379514972565157,"No preference","Desktop",43,87.2232052201855,0.13050752060746,0,0.970426314284138,42.8,"INT011",1
"MM00959","HH00180","Web-Phone","Web","Phone",0,2024-01-16,"No response",19758,"No response",NA,NA,"No response",0.54039874291774,"No preference","Desktop",46,85.4506471031666,0.0934092201630757,0,1.00502622554086,13.47,"INT040",1
"MM00960","HH00157","F2F only","Face-to-face","Face-to-face",0,2024-01-24,"Complete",NA,NA,19766,"Complete","Complete",0.311619403310852,"Web","Mobile",53,68.9610262213399,0.236592671332807,0,0.92618624386585,47.9,"INT035",1
"MM00961","HH00221","Phone-F2F","Phone","Face-to-face",1,2024-01-21,"No response",19755,"No response",19761,"Complete","Complete",0.175344265850018,"Phone","Desktop",33,74.8523708177284,0.22592446180378,0,1.18279428983367,48.97,"INT035",1
"MM00962","HH00523","Web only","Web","Web",1,2024-01-20,"Partial",NA,NA,NA,NA,"Partial",0.529152144932623,"Web","Desktop",29,79.5470584648542,0.126130886088286,0,0.965733928761347,2.21,NA,1
"MM00963","HH00788","Web-Phone","Web","Phone",1,2024-01-22,"No response",19755,"Partial",NA,NA,"Partial",0.0740211468857652,"Phone","Mobile",44,71.9592930578285,0.200354980774499,0,1.07646529642423,11.81,"INT048",1
"MM00964","HH01356","Web only","Web","Web",0,2024-01-03,"No response",NA,NA,NA,NA,"No response",0.260601307236892,"No preference","Mobile",12,80.6656211739404,0.0123995434091058,0,1.03908474409896,4.6,NA,1
"MM00965","HH00364","Web-Phone","Web","Phone",1,2024-01-05,"No response",19743,"Complete",NA,NA,"Complete",0.541105274783535,"Face-to-face","Desktop",25,78.2140065945691,0.0287641822876538,0,0.908349282902873,14.59,"INT025",0
"MM00966","HH01131","Web-F2F","Web","Face-to-face",2,2024-01-30,"No response",NA,NA,19766,"Complete","Complete",0.0838195461156243,"Phone","Mobile",42,84.37396414857,0.127232801107734,0,1.06469494373842,27.24,"INT027",1
"MM00967","HH00630","F2F only","Face-to-face","Face-to-face",0,2024-01-06,"Complete",NA,NA,19762,"Complete","Complete",0.294398031694305,"Face-to-face","Mobile",25,62.9510791720464,0.0142385333689616,0,1.06984052889674,29.25,"INT031",1
