"household_id","ea_id","country","stratum","urban_rural","province_code","district_code","interview_date","household_size","dwelling_type","tenure_status","wall_material","roof_material","water_source","electricity","toilet_type","cooking_fuel","n_rooms","n_bedrooms","has_radio","has_tv","has_fridge","has_bicycle","has_motorcycle","has_car","has_computer","has_internet","monthly_income","monthly_expenditure","receives_grants","agricultural_hh","livestock_owned","interview_mode","interview_duration_min","respondent_age","respondent_gender","interview_language","interview_result","psu_weight","hh_weight","final_weight","quality_check","data_entry_date"
"HH00117_002","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-03-25,2,"House","Owned","Wood","Tile","Borehole","Grid","Pit","Other",3,2,0,1,0,1,0,0,0,0,1373,1231,0,1,0,"Face-to-face",59,57,"Male","Local","Complete",2640.21393034826,2662.90595637987,2775.53641979171,0,2024-02-29
"HH00117_003","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-06-16,5,"House","Owned","Mud","Iron","River","Grid","Pit","Gas",4,2,0,0,0,0,0,0,0,1,1934,1737,1,0,0,"Face-to-face",39,27,"Male","Local","Complete",2640.21393034826,2504.27049169756,2610.19129799293,0,2024-05-12
"HH00117_004","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-01-21,5,"Other","Free","Iron","Tile","Borehole","Solar","Pit","Gas",3,NA,1,0,0,0,0,0,0,0,247,165,0,0,1,"Face-to-face",40,37,"Male","French","Complete",2640.21393034826,2667.40300363248,2780.22367448098,1,2024-02-14
"HH00117_005","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-06-25,2,"Shack","Other","Iron","Concrete","Piped","Solar","Pit","Electricity",3,2,1,0,1,0,0,1,0,0,553,465,1,1,1,"Web",61,39,"Female","English","Complete",2640.21393034826,2643.18460341094,2754.98093104765,0,2024-03-11
"HH00117_006","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-05-02,4,"Traditional","Owned","Brick","Tile","Borehole","Grid","Pit","Paraffin",4,1,1,0,1,0,0,0,0,0,1605,1066,0,1,0,"Face-to-face",13,61,"Male","English","Complete",2640.21393034826,2410.15399789413,2512.09404614343,0,2024-03-19
"HH00117_007","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-01-14,4,"Shack","Free","Mud","Iron","Borehole","Grid","Flush","Charcoal",4,3,0,1,0,1,0,0,0,0,NA,5622,1,0,1,"Face-to-face",48,50,"Female","Portuguese","Complete",2640.21393034826,2518.81890586135,2625.35505293706,0,2024-03-30
"HH00117_008","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-04-06,3,"Traditional","Other","Brick","Iron","Piped","Grid","Flush","Charcoal",4,3,1,0,1,1,0,0,0,0,1689,1132,0,1,1,"Face-to-face",69,26,"Female","English","Complete",2640.21393034826,2791.59685520294,2909.67043820246,0,2024-07-27
"HH00117_009","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-04-01,1,"House","Owned","Brick","Iron","River","None","Other","Gas",3,1,1,0,0,0,0,0,1,0,NA,1135,0,1,0,"Face-to-face",46,63,"Female","English","Complete",2640.21393034826,3025.1337824884,3153.08506029757,0,2024-06-03
"HH00117_010","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-02-27,3,"Traditional","Owned","Brick","Iron","Piped","Grid","Flush","Electricity",3,2,1,1,1,1,0,1,0,0,11789,9066,1,1,0,"Face-to-face",51,61,"Male","English","Refused",2640.21393034826,2958.62356738674,0,1,2024-03-25
"HH00117_011","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-02-11,4,"Shack","Free","Brick","Iron","Piped","Generator","VIP","Paraffin",3,2,1,1,1,0,0,0,0,1,1154,729,0,1,1,"Face-to-face",32,61,"Female","Portuguese","Complete",2640.21393034826,2680.98052450412,2794.37547115989,0,2024-02-21
"HH00117_012","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-03-14,4,"Shack","Owned","Brick","Concrete","Well","Grid","Flush","Electricity",2,2,0,1,0,0,0,0,0,0,790,527,0,1,1,"Face-to-face",59,41,"Male","Local","Complete",2640.21393034826,2962.59551948506,3087.90167438776,1,2024-05-14
"HH00117_013","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-04-05,4,"House","Free","Other","Iron","Borehole","None","Flush","Electricity",1,1,0,0,1,0,0,0,0,0,2009,1875,0,1,1,"Face-to-face",47,18,"Male","Portuguese","Refused",2640.21393034826,2144.19608718629,0,0,2024-05-02
"HH00117_014","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-06-06,6,"Traditional","Rented","Brick","Iron","Well","Grid","Flush","Wood",4,2,1,1,1,1,1,0,1,0,970,880,0,0,0,"Face-to-face",66,52,"Female","Local","Partial",2640.21393034826,2181.49765417841,2273.7664371346,0,2024-07-21
"HH00117_015","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-01-09,5,"House","Owned","Mud","Thatch","Piped","None","Pit","Wood",3,2,1,0,0,0,0,0,1,1,1075,1000,0,1,0,"Face-to-face",27,38,"Male","Local","Complete",2640.21393034826,2939.55587833486,3063.88754690492,0,2024-02-25
"HH00117_016","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-06-04,7,"Flat","Owned","Iron","Iron","Well","None","Pit","Paraffin",3,1,0,0,1,0,0,0,1,0,4445,3916,0,0,0,"Face-to-face",68,55,"Male","English","Complete",2640.21393034826,2261.92849099261,2357.59918245453,0,2024-01-19
"HH00117_017","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-01-20,2,"Traditional","Owned","Mud","Iron","Borehole","Grid","VIP","Electricity",2,2,1,0,0,0,0,1,1,0,15399,NA,0,0,1,"Face-to-face",47,54,"Female","Local","Not Home",2640.21393034826,2679.30799187584,0,1,2024-02-26
"HH00117_018","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-03-08,5,"Traditional","Free","Brick","Iron","Well","Grid","Flush","Gas",4,2,0,1,0,1,0,0,0,0,1243,1131,1,1,0,"Face-to-face",19,43,"Male","Local","Refused",2640.21393034826,2659.07518346596,0,0,2024-02-05
"HH00117_019","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-04-08,7,"House","Other","Brick","Thatch","Piped","None","Flush","Wood",7,0,1,0,1,0,0,0,0,0,137,113,0,1,1,"Face-to-face",45,40,"Female","Portuguese","Complete",2640.21393034826,2233.86094330361,2328.34448773337,0,2024-06-28
"HH00117_020","EA03993","DRC","DRC_Urban","Urban","P6","D24",2024-03-17,5,"House","Owned","Iron","Other","Borehole","Generator","Pit","Wood",5,3,1,0,0,0,0,0,0,0,923,727,0,0,1,"Face-to-face",48,48,"Male","English","Complete",2640.21393034826,2151.63697928134,2242.64277296696,0,2024-06-11
"HH00118_001","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2023-12-23,5,"Other","Owned","Mud","Iron","Borehole","None","Pit","Electricity",6,2,1,1,0,1,0,0,1,0,9598,7692,1,1,0,"Face-to-face",75,47,"Female","Local","Complete",3401.8141025641,3035.25516421659,3163.63453672122,0,2024-05-21
"HH00118_002","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-04-17,4,"House","Owned","Other","Thatch","Piped","None","VIP","Other",3,2,1,0,0,1,0,0,0,1,5365,3747,0,1,1,"Face-to-face",24,23,"Female","Portuguese","Complete",3401.8141025641,3922.39361954925,4088.29546448486,0,2024-06-11
"HH00118_003","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-04-25,7,"Shack","Owned","Iron","Iron","Well","Solar","None","Wood",3,3,1,1,1,0,0,0,0,0,4654,3609,1,0,0,"Face-to-face",51,54,"Female","English","Complete",3401.8141025641,3614.82673437244,3767.71970803169,0,2024-06-15
"HH00118_004","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-07-13,2,"Traditional","Owned","Brick","Thatch","River","Solar","Pit","Gas",2,1,1,0,0,0,0,0,0,0,14672,9971,1,0,0,"Face-to-face",33,55,"Male","Local","Refused",3401.8141025641,3177.72503661002,0,0,2024-07-15
"HH00118_005","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-07-08,8,"Shack","Owned","Iron","Concrete","Piped","None","Pit","Electricity",2,1,0,0,1,1,0,1,0,0,10432,8667,1,0,0,"Face-to-face",62,36,"Female","French","Complete",3401.8141025641,3012.49359451509,3139.91024201724,0,2024-05-24
"HH00118_006","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-04-24,2,"Shack","Owned","Brick","Tile","Piped","None","Pit","Wood",1,2,1,0,1,0,0,0,1,0,15891,11352,0,1,1,"Face-to-face",70,80,"Female","Portuguese","Complete",3401.8141025641,3781.1575713189,3941.08568611789,0,2024-02-23
"HH00118_007","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-03-11,2,"House","Free","Wood","Thatch","Borehole","Grid","Pit","Wood",2,2,1,1,0,0,0,1,0,1,2443,1738,0,0,0,"Face-to-face",58,33,"Male","English","Complete",3401.8141025641,2960.19475208644,3085.39936395716,0,2024-07-22
"HH00118_008","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-07-12,5,"House","Rented","Brick","Iron","Well","None","Other","Paraffin",3,3,1,1,0,1,0,0,0,1,818,775,1,1,1,"Face-to-face",32,45,"Male","English","Complete",3401.8141025641,3790.9923869297,3951.33647580286,0,2024-06-13
"HH00118_009","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2023-12-28,5,"Flat","Owned","Iron","Thatch","Borehole","Grid","Flush","Other",4,3,1,1,0,0,0,0,0,1,1459,1330,1,1,0,"Face-to-face",59,27,"Male","French","Complete",3401.8141025641,3782.72493357822,3942.71934164497,0,2024-03-18
"HH00118_010","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-02-12,7,"Traditional","Free","Mud","Iron","Piped","None","Other","Wood",3,3,1,1,1,0,1,0,0,0,NA,2811,0,1,0,"Face-to-face",62,61,"Female","English","Complete",3401.8141025641,3888.5045980817,4052.97307050811,0,2024-01-24
"HH00118_011","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-04-27,4,"House","Owned","Brick","Iron","Well","Grid","Other","Other",4,2,0,0,0,0,0,0,0,0,9977,6219,0,0,0,"Face-to-face",55,61,"Female","Local","Complete",3401.8141025641,3826.97093020729,3988.83677015563,0,2024-03-12
"HH00118_012","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-01-16,4,"Shack","Owned","Brick","Iron","Borehole","None","Pit","Charcoal",4,2,1,1,0,0,0,0,0,0,4099,2853,0,0,0,"Telephone",45,36,"Female","Local","Complete",3401.8141025641,3516.92039768047,3665.67231782406,0,2024-03-20
"HH00118_013","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-06-09,7,"Other","Rented","Iron","Iron","Piped","None","Flush","Wood",5,2,1,1,1,0,0,1,0,0,628,573,0,1,0,"Telephone",46,49,"Female","English","Refused",3401.8141025641,3629.92002254499,0,0,2024-01-30
"HH00118_014","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-02-02,4,"Traditional","Rented","Iron","Iron","Borehole","Grid","Pit","Gas",3,2,0,1,1,0,0,1,0,0,NA,1965,0,1,1,"Telephone",45,51,"Male","Local","Complete",3401.8141025641,3935.10212584202,4101.54149068126,0,2024-05-17
"HH00118_015","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-02-24,2,"Flat","Owned","Iron","Iron","Piped","None","Pit","Gas",5,4,1,0,0,0,0,0,0,0,4286,3405,0,0,0,"Face-to-face",18,44,"Male","English","Complete",3401.8141025641,2840.62980665497,2960.77729092436,0,2024-07-17
"HH00118_016","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-02-08,2,"Flat","Owned","Brick","Tile","Piped","None","None","Gas",3,1,1,0,1,0,0,0,0,0,4543,2832,0,0,1,"Web",52,18,"Female","English","Complete",3401.8141025641,3974.72534648409,4142.84061793659,0,2024-03-28
"HH00118_017","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-03-16,3,"House","Free","Brick","Iron","Well","Grid","Flush","Wood",4,2,0,0,0,0,0,0,0,0,NA,1941,1,1,0,"Face-to-face",50,57,"Female","Local","Complete",3401.8141025641,3086.52616021149,3217.07409448025,0,2024-02-12
"HH00118_018","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-03-09,5,"Flat","Owned","Mud","Concrete","Piped","Grid","VIP","Gas",3,1,1,0,1,0,0,0,0,0,868,757,1,0,0,"Face-to-face",40,41,"Male","Local","Partial",3401.8141025641,4071.72952376066,4243.94769092878,1,2024-06-01
"HH00118_019","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-06-23,5,"House","Owned","Brick","Thatch","Well","None","Flush","Gas",1,3,1,1,0,0,0,0,0,1,6896,4430,1,1,0,"Face-to-face",64,29,"Female","French","Complete",3401.8141025641,3739.05330662548,3897.20057639212,0,2024-04-25
"HH00118_020","EA03955","Botswana","Botswana_Urban","Urban","P2","D17",2024-07-12,4,"House","Owned","Brick","Iron","Piped","None","Other","Gas",3,2,1,0,0,1,1,0,0,0,5828,5392,0,1,0,"Telephone",30,43,"Male","English","Refused",3401.8141025641,2961.44918751893,0,0,2024-03-21
"HH00119_001","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-01-05,3,"Traditional","Rented","Other","Iron","Well","Grid","VIP","Electricity",3,2,0,1,0,1,1,1,0,1,266,181,0,1,1,"Face-to-face",54,39,"Male","Local","Complete",3960.32089552239,4035.22328586505,4205.89738254816,0,2024-01-26
"HH00119_002","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-07-11,6,"Traditional","Owned","Brick","Iron","Piped","Grid","VIP","Paraffin",4,0,1,1,0,0,0,0,0,0,1302,1090,1,0,0,"Face-to-face",52,49,"Female","Portuguese","Complete",3960.32089552239,3419.77728757704,3564.42043569208,0,2024-02-13
"HH00119_003","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2023-12-20,1,"Shack","Owned","Mud","Thatch","Piped","Grid","None","Electricity",4,2,1,0,1,0,0,0,0,0,1615,1227,0,1,0,"Face-to-face",33,32,"Male","French","Complete",3960.32089552239,4491.7456187773,4681.72881715458,1,2024-01-22
"HH00119_004","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-01-26,5,"Flat","Owned","Mud","Tile","Well","Grid","Pit","Electricity",7,3,0,1,0,0,1,0,1,0,1163,NA,0,0,1,"Face-to-face",55,65,"Male","Local","Complete",3960.32089552239,3517.57292470098,3666.35244417473,0,2024-06-03
"HH00119_005","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-06-14,3,"House","Free","Iron","Tile","Piped","Grid","VIP","Charcoal",2,2,1,1,0,0,0,0,0,1,2301,NA,1,1,1,"Telephone",40,51,"Female","Local","Complete",3960.32089552239,3907.85718627903,4073.14419717905,0,2024-05-01
"HH00119_006","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-06-30,8,"House","Free","Other","Tile","River","None","Pit","Wood",4,2,1,1,1,1,0,0,0,1,2153,1466,0,0,0,"Face-to-face",39,26,"Male","Local","Complete",3960.32089552239,4743.58321424003,4944.21815381513,1,2024-04-27
"HH00119_007","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-05-16,6,"House","Rented","Brick","Tile","Well","Grid","Pit","Wood",3,NA,1,0,0,1,0,0,0,0,2536,2210,0,1,0,"Face-to-face",48,29,"Female","Portuguese","Complete",3960.32089552239,3413.16591644385,3557.52942952607,0,2024-07-01
"HH00119_008","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-05-26,4,"Shack","Owned","Brick","Tile","Borehole","None","Flush","Wood",4,2,1,1,1,0,0,1,1,0,347,300,0,1,0,"Face-to-face",53,32,"Female","Local","Complete",3960.32089552239,4726.47519294954,4926.38653041568,0,2024-03-09
"HH00119_009","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-05-29,7,"Flat","Owned","Other","Iron","Piped","None","Flush","Charcoal",3,3,1,0,1,1,0,1,1,0,5654,3990,1,0,1,"Face-to-face",30,38,"Female","Local","Complete",3960.32089552239,3871.05702192151,4034.78753040157,0,2024-07-11
"HH00119_010","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-04-26,4,"House","Owned","Iron","Iron","River","Grid","Pit","Charcoal",6,2,1,0,0,1,0,1,0,0,1042,784,0,0,1,"Face-to-face",37,36,"Male","Local","Complete",3960.32089552239,4311.82774944456,4494.20112857515,0,2024-04-17
"HH00119_011","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-01-31,3,"Other","Owned","Brick","Iron","Piped","None","Flush","Charcoal",1,3,1,1,1,0,0,0,0,1,NA,6756,1,1,0,"Face-to-face",37,30,"Male","Portuguese","Partial",3960.32089552239,3571.41896999748,3722.47596570734,0,2024-05-20
"HH00119_012","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-01-10,5,"Flat","Rented","Brick","Iron","Borehole","None","Other","Gas",5,NA,1,0,1,0,0,1,0,1,131,94,1,0,1,"Face-to-face",39,39,"Male","English","Complete",3960.32089552239,4576.67803753058,4770.2535436497,0,2024-02-06
"HH00119_013","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-06-07,10,"Shack","Owned","Iron","Iron","Borehole","Grid","Flush","Paraffin",4,5,1,1,1,0,0,0,0,0,3779,2302,1,1,1,"Face-to-face",52,43,"Female","English","Partial",3960.32089552239,4047.0968513277,4218.27315319655,0,2024-02-07
"HH00119_014","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2023-12-23,4,"Flat","Free","Brick","Thatch","Borehole","None","None","Wood",2,3,0,0,1,0,1,0,1,0,333,262,0,1,0,"Face-to-face",18,62,"Male","English","Complete",3960.32089552239,3938.64872409429,4105.23809611036,0,2024-03-31
"HH00119_015","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-05-21,6,"House","Owned","Wood","Iron","Borehole","None","Flush","Paraffin",2,4,1,0,1,0,0,0,0,1,6898,4216,0,0,1,"Face-to-face",71,27,"Female","Portuguese","Complete",3960.32089552239,3338.8609155967,3480.08161897541,0,2024-04-11
"HH00119_016","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-06-22,6,"House","Owned","Brick","Thatch","Well","Grid","None","Wood",4,2,1,0,1,0,0,0,1,0,780,700,0,0,0,"Face-to-face",35,29,"Female","English","Not Home",3960.32089552239,3699.08300453398,0,0,2024-05-29
"HH00119_017","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-06-04,5,"Traditional","Rented","Brick","Other","Well","Generator","VIP","Gas",3,4,1,0,0,1,0,0,0,0,8042,5260,1,0,1,"Face-to-face",30,41,"Male","Local","Complete",3960.32089552239,3776.74549713431,3936.48699852368,0,2024-02-07
"HH00119_018","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-03-27,5,"Traditional","Owned","Wood","Concrete","Piped","None","Pit","Wood",3,3,0,1,0,0,0,0,0,0,3961,3665,0,0,0,"Face-to-face",16,31,"Male","Local","Partial",3960.32089552239,3182.90291747366,3317.52721005562,0,2024-01-31
"HH00119_019","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-06-20,5,"Traditional","Rented","Wood","Thatch","Piped","None","Pit","Charcoal",3,1,1,1,1,0,0,0,0,1,28566,23516,1,0,1,"Telephone",67,62,"Male","English","Complete",3960.32089552239,4522.15663536736,4713.42610030737,0,2024-01-25
"HH00119_020","EA01166","Eswatini","Eswatini_Rural","Rural","P4","D24",2024-05-15,2,"House","Rented","Iron","Thatch","Piped","None","Flush","Electricity",3,2,1,0,0,0,0,0,0,0,2288,1583,0,0,0,"Face-to-face",73,46,"Female","English","Complete",3960.32089552239,4361.85877815373,4546.34827330223,0,2024-03-09
"HH00120_001","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-05-31,3,"House","Owned","Brick","Thatch","Piped","None","Flush","Wood",3,3,1,1,1,0,0,0,0,0,536,359,0,1,1,"Face-to-face",46,61,"Male","Portuguese","Complete",5896.47777777778,4936.27785593957,5145.06302205182,0,2024-03-05
"HH00120_002","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-04-07,6,"Shack","Rented","Mud","Iron","River","Solar","Flush","Charcoal",2,3,1,0,0,0,0,0,0,0,1159,719,1,1,0,"Telephone",39,69,"Male","English","Complete",5896.47777777778,6563.24355865587,6840.84298409751,0,2024-03-16
"HH00120_003","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-04-14,4,"House","Owned","Mud","Thatch","Well","Grid","Pit","Electricity",3,2,0,0,1,0,1,0,1,0,100471,68897,0,1,0,"Telephone",36,47,"Male","French","Complete",5896.47777777778,5861.93753663659,6109.87447172092,0,2024-01-25
"HH00120_004","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-02-09,6,"House","Other","Brick","Iron","River","Grid","None","Paraffin",4,2,1,1,1,0,0,0,0,1,1038,774,1,1,1,"Face-to-face",63,54,"Female","Portuguese","Complete",5896.47777777778,5141.85166842469,5359.33179941546,0,2024-02-29
"HH00120_005","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2023-12-28,3,"Shack","Owned","Mud","Thatch","Borehole","None","Pit","Gas",3,2,1,0,0,1,1,0,0,0,1855,1459,0,0,0,"Face-to-face",51,34,"Male","Portuguese","Complete",5896.47777777778,6848.96821436725,7138.65267056405,0,2024-06-28
"HH00120_006","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-02-15,3,"Shack","Free","Brick","Tile","Piped","Grid","Flush","Wood",2,2,1,0,1,1,1,0,0,0,NA,5187,0,1,0,"Face-to-face",57,51,"Male","English","Complete",5896.47777777778,6657.62994975131,6939.22154883445,1,2024-04-04
"HH00120_007","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-02-09,5,"House","Other","Other","Iron","Piped","Grid","Flush","Electricity",2,NA,1,1,1,0,1,0,0,0,651,394,0,0,0,"Face-to-face",23,48,"Female","English","Partial",5896.47777777778,5279.9855910834,5503.3082444827,0,2024-02-03
"HH00120_008","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-02-22,2,"Flat","Owned","Wood","Iron","Well","Solar","Flush","Charcoal",4,2,1,1,1,0,0,0,0,0,8721,5620,0,1,1,"Telephone",31,43,"Female","Local","Partial",5896.47777777778,6770.50471402941,7056.87047232673,0,2024-07-20
"HH00120_009","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-04-12,3,"House","Owned","Brick","Iron","Borehole","Grid","VIP","Paraffin",2,2,1,1,0,0,0,1,0,0,60,NA,0,0,1,"Face-to-face",50,28,"Female","English","Complete",5896.47777777778,4904.10105146672,5111.52526512392,0,2024-04-20
"HH00120_010","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-04-02,7,"Flat","Owned","Mud","Tile","River","Grid","Pit","Electricity",2,2,0,1,0,0,0,0,0,1,599,416,0,1,1,"Face-to-face",42,57,"Female","English","Complete",5896.47777777778,4782.65714632007,4984.94475975959,0,2024-06-13
"HH00120_011","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-01-18,4,"House","Free","Other","Iron","Piped","Grid","Pit","Electricity",4,0,1,0,1,1,0,0,0,1,NA,7532,0,1,1,"Face-to-face",71,39,"Male","Local","Complete",5896.47777777778,5563.74564240842,5799.07023151331,0,2024-02-26
"HH00120_012","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-02-16,3,"Flat","Other","Other","Iron","Piped","Grid","None","Paraffin",3,1,1,1,1,1,0,0,0,0,4117,3100,0,1,0,"Telephone",38,32,"Male","Portuguese","Complete",5896.47777777778,6482.31383242301,6756.49024829589,0,2024-02-20
"HH00120_013","EA04985","Comoros","Comoros_Rural","Rural","P7","D11",2024-06-23,6,"Shack","Owned","Mud","Iron","River","None","Pit","Wood",3,1,0,1,1,1,0,0,0,0,7505,5460,0,1,0,"Face-to-face",40,43,"Female","Portuguese","Complete",5896.47777777778,6452.70904748403,6725.63329722655,0,2024-05-18
"HH00121_001","EA01576","Eswatini","Eswatini_Rural","Rural","P2","D20",2024-01-12,3,"Flat","Owned","Brick","Thatch","Well","Grid","Pit","Wood",4,3,1,1,0,1,1,0,0,0,313,283,0,1,1,"Face-to-face",66,35,"Male","English","Complete",18299.4137931034,15658.2020374522,16320.4824861662,1,2024-06-22
"HH00121_002","EA01576","Eswatini","Eswatini_Rural","Rural","P2","D20",2024-04-17,6,"Traditional","Rented","Brick","Iron","Piped","None","None","Electricity",3,2,1,1,0,1,0,0,0,0,871,563,1,1,1,"Face-to-face",67,44,"Female","French","Complete",18299.4137931034,19102.2517813755,19910.202007778,0,2024-07-15
"HH00121_003","EA01576","Eswatini","Eswatini_Rural","Rural","P2","D20",2024-03-08,7,"House","Owned","Other","Concrete","River","Grid","Flush","Charcoal",4,1,1,0,1,1,0,1,0,1,411,249,1,0,1,"Face-to-face",30,25,"Male","English","Complete",18299.4137931034,14831.5559956648,15458.8725634573,0,2024-06-04
"HH00121_004","EA01576","Eswatini","Eswatini_Rural","Rural","P2","D20",2024-04-25,5,"Flat","Rented","Iron","Iron","Well","Grid","Flush","Electricity",4,1,1,1,1,0,0,1,0,0,1475,1126,0,0,0,"Face-to-face",71,35,"Female","Local","Complete",18299.4137931034,16151.9011319135,16835.0631133237,0,2024-02-20
"HH00122_001","EA00873","Angola","Angola_Rural","Rural","P6","D15",2024-01-31,5,"Traditional","Owned","Brick","Iron","River","None","VIP","Gas",6,2,1,1,1,0,1,0,1,0,1211,1031,1,1,0,"Face-to-face",32,66,"Male","English","Complete",6803.62820512821,6760.11498970662,7046.04130347064,0,2024-06-23
"HH00122_002","EA00873","Angola","Angola_Rural","Rural","P6","D15",2023-12-18,4,"Flat","Owned","Other","Concrete","Piped","Grid","Pit","Electricity",4,2,0,1,1,0,0,0,0,0,1650,1290,1,0,0,"Telephone",49,58,"Male","Portuguese","Complete",6803.62820512821,7287.84258470819,7596.08970309464,0,2024-03-11
"HH00122_003","EA00873","Angola","Angola_Rural","Rural","P6","D15",2024-02-15,4,"House","Owned","Mud","Iron","Piped","Grid","Pit","Electricity",3,3,1,0,0,0,1,0,0,1,1619,1312,0,1,0,"Face-to-face",79,35,"Male","Local","Complete",6803.62820512821,5544.19352867783,5778.69114016269,1,2024-06-04
"HH00122_004","EA00873","Angola","Angola_Rural","Rural","P6","D15",2024-05-25,5,"Shack","Owned","Other","Tile","Borehole","Generator","Flush","Electricity",4,2,1,0,1,0,1,0,0,0,3257,2447,0,1,0,"Face-to-face",57,49,"Female","Portuguese","Complete",6803.62820512821,7380.73902916848,7692.91530230552,0,2024-01-18
"HH00122_005","EA00873","Angola","Angola_Rural","Rural","P6","D15",2024-07-08,5,"House","Owned","Mud","Tile","Piped","Grid","Flush","Electricity",4,2,0,1,0,0,1,0,0,1,1182,783,0,1,1,"Face-to-face",52,51,"Male","English","Partial",6803.62820512821,7533.45503139046,7852.09059163054,0,2024-03-19
"HH00122_006","EA00873","Angola","Angola_Rural","Rural","P6","D15",2024-03-29,5,"Other","Rented","Wood","Tile","Other","Grid","Pit","Gas",4,2,0,1,1,0,0,0,0,0,2195,1899,1,0,1,"Face-to-face",41,43,"Male","English","Complete",6803.62820512821,7699.21663048872,8024.86325534322,0,2024-05-10
"HH00122_007","EA00873","Angola","Angola_Rural","Rural","P6","D15",2024-02-25,7,"Shack","Free","Other","Thatch","Piped","Grid","Pit","Paraffin",1,2,1,0,1,1,0,0,0,0,714,439,0,0,1,"Face-to-face",46,31,"Female","Local","Complete",6803.62820512821,7483.41850903684,7799.93772089943,0,2024-03-25
