"person_id","household_id","ea_id","member_number","relationship","age","gender","marital_status","education_level","employment_status","occupation_code","industry_code","hours_worked_week","income_monthly","chronic_illness","disability","school_attendance","literacy","birth_certificate","id_document","mobile_phone","migrant_status"
"HH00132_017_05","HH00132_017","EA01092",5,"Child",1,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00132_017_06","HH00132_017","EA01092",6,"Child",9,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00132_018_01","HH00132_018","EA01092",1,"Head",51,"Male","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00132_018_02","HH00132_018","EA01092",2,"Child",1,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00132_018_03","HH00132_018","EA01092",3,"Child",9,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00132_018_04","HH00132_018","EA01092",4,"Grandchild",24,"Male","Married","Tertiary","Employed",NA,NA,31,62,1,0,"Attending",1,1,1,1,"Non-migrant"
"HH00132_018_05","HH00132_018","EA01092",5,"Child",19,"Male","Divorced","Secondary complete","Employed",NA,NA,47,1107,1,0,"Attending",1,1,1,0,"Non-migrant"
"HH00132_018_06","HH00132_018","EA01092",6,"Child",15,"Male","Married","Secondary complete","Employed",NA,NA,42,1039,0,0,"Attending",1,0,0,1,"Non-migrant"
"HH00132_018_07","HH00132_018","EA01092",7,"Child",24,"Male","Separated","Secondary complete","Employed",NA,NA,48,1392,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00132_018_08","HH00132_018","EA01092",8,"Child",2,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00133_001_01","HH00133_001","EA00416",1,"Head",52,"Female","Married","Primary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,0,"Internal"
"HH00133_001_02","HH00133_001","EA00416",2,"Spouse",59,"Male","Divorced","Secondary complete","Employed",NA,NA,51,3176,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00133_001_03","HH00133_001","EA00416",3,"Child",14,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00133_002_01","HH00133_002","EA00416",1,"Head",36,"Female","Married","None","Employed",NA,NA,41,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00133_002_02","HH00133_002","EA00416",2,"Spouse",30,"Male","Married","Primary incomplete","Homemaker",NA,NA,NA,NA,0,1,"Not attending",0,1,1,0,"Non-migrant"
"HH00133_002_03","HH00133_002","EA00416",3,"Child",13,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00133_003_01","HH00133_003","EA00416",1,"Head",44,"Male","Never married","Tertiary","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00133_003_02","HH00133_003","EA00416",2,"Non-relative",7,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"International"
"HH00133_003_03","HH00133_003","EA00416",3,"Sibling",58,"Female","Married","None","Student",NA,NA,NA,NA,0,0,"Not attending",0,1,0,1,"Non-migrant"
"HH00133_003_04","HH00133_003","EA00416",4,"Parent",70,"Female","Never married","Secondary incomplete","Retired",NA,NA,NA,NA,1,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00133_003_05","HH00133_003","EA00416",5,"Parent",77,"Female","Never married","Secondary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00133_003_06","HH00133_003","EA00416",6,"Grandchild",18,"Male","Divorced","None","Employed",NA,NA,27,1517,1,0,"Attending",0,1,1,1,"Internal"
"HH00133_003_07","HH00133_003","EA00416",7,"Child",11,"Male","Never married",NA,"Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,0,0,0,"Internal"
"HH00133_004_01","HH00133_004","EA00416",1,"Head",68,"Female","Married","Secondary incomplete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00133_004_02","HH00133_004","EA00416",2,"Spouse",78,"Male","Married","Tertiary","Retired",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00133_004_03","HH00133_004","EA00416",3,"Parent",91,"Male","Never married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00133_004_04","HH00133_004","EA00416",4,"Sibling",41,"Male","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00133_004_05","HH00133_004","EA00416",5,"Grandchild",25,"Female","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Attending",0,1,1,1,"Non-migrant"
"HH00133_005_01","HH00133_005","EA00416",1,"Head",38,"Female","Divorced","Tertiary","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00133_005_02","HH00133_005","EA00416",2,"Spouse",35,"Male","Married","Primary incomplete","Employed",NA,NA,53,932,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00133_005_03","HH00133_005","EA00416",3,"Child",22,"Male","Married","Primary complete","Student",NA,NA,NA,NA,0,0,"Attending",1,0,1,1,"Non-migrant"
"HH00133_005_04","HH00133_005","EA00416",4,"Child",23,"Male","Married","Primary incomplete","Employed",NA,NA,35,221,1,0,"Attending",0,1,1,1,"Non-migrant"
"HH00133_005_05","HH00133_005","EA00416",5,"Parent",67,"Female","Widowed","Secondary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00133_005_06","HH00133_005","EA00416",6,"Sibling",16,"Female","Never married","Secondary complete","Employed",NA,NA,40,1073,1,0,"Attending",1,1,1,0,"Non-migrant"
"HH00133_006_01","HH00133_006","EA00416",1,"Head",48,"Male","Never married","Secondary complete","Employed",NA,NA,53,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00133_006_02","HH00133_006","EA00416",2,"Spouse",45,"Female","Married","Primary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00133_006_03","HH00133_006","EA00416",3,"Sibling",11,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,1,"Attending",0,1,0,0,"Non-migrant"
"HH00133_006_04","HH00133_006","EA00416",4,"Child",10,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00133_007_01","HH00133_007","EA00416",1,"Head",41,"Female","Married","Secondary complete","Employed",NA,NA,48,1095,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00133_007_02","HH00133_007","EA00416",2,"Spouse",40,"Male","Divorced","Primary incomplete","Employed",NA,NA,68,422,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00133_007_03","HH00133_007","EA00416",3,"Other relative",47,"Male","Widowed","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00133_007_04","HH00133_007","EA00416",4,"Non-relative",31,"Male","Divorced","Secondary complete","Employed",NA,NA,52,612,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_001_01","HH00134_001","EA00946",1,"Head",49,"Male","Never married","Secondary complete","Employed",NA,NA,37,235,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00134_001_02","HH00134_001","EA00946",2,"Spouse",45,"Female","Divorced","None","Student",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00134_001_03","HH00134_001","EA00946",3,"Child",5,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,0,0,0,"Non-migrant"
"HH00134_002_01","HH00134_002","EA00946",1,"Head",51,"Female","Married","None","Employed",NA,NA,43,521,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_002_02","HH00134_002","EA00946",2,"Child",25,"Female","Never married","Secondary complete","Employed",NA,NA,43,1331,1,0,"Attending",1,1,1,0,"Non-migrant"
"HH00134_002_03","HH00134_002","EA00946",3,"Grandchild",30,"Male","Never married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,0,1,"Internal"
"HH00134_003_01","HH00134_003","EA00946",1,"Head",24,"Female","Married","Secondary complete","Unemployed",NA,NA,NA,NA,1,1,"Attending",1,1,1,1,"Non-migrant"
"HH00134_004_01","HH00134_004","EA00946",1,"Head",30,"Male","Married","Secondary complete","Homemaker",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_004_02","HH00134_004","EA00946",2,"Spouse",19,"Female","Married","Secondary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00134_004_03","HH00134_004","EA00946",3,"Child",11,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00134_005_01","HH00134_005","EA00946",1,"Head",46,"Female","Married","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00134_005_02","HH00134_005","EA00946",2,"Spouse",52,"Male","Married","Secondary complete","Employed",NA,NA,30,2049,1,0,"Not attending",1,1,1,1,"Internal"
"HH00134_006_01","HH00134_006","EA00946",1,"Head",20,"Female","Widowed","Secondary incomplete","Student",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_006_02","HH00134_006","EA00946",2,"Spouse",27,"Male","Never married","Tertiary","Employed",NA,NA,43,349,0,0,"Not attending",1,1,1,1,"Internal"
"HH00134_006_03","HH00134_006","EA00946",3,"Child",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00134_006_04","HH00134_006","EA00946",4,"Child",3,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00134_007_01","HH00134_007","EA00946",1,"Head",71,"Female","Never married","Secondary incomplete","Retired",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_007_02","HH00134_007","EA00946",2,"Spouse",76,"Male","Married","Secondary complete","Retired",NA,NA,NA,NA,1,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00134_007_03","HH00134_007","EA00946",3,"Child",6,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Attending",1,1,0,0,"Non-migrant"
"HH00134_007_04","HH00134_007","EA00946",4,"Other relative",23,"Male","Separated","Primary complete","Unemployed",NA,NA,NA,NA,1,0,"Attending",1,1,0,1,"Non-migrant"
"HH00134_008_01","HH00134_008","EA00946",1,"Head",51,"Female","Married","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00134_008_02","HH00134_008","EA00946",2,"Child",24,"Female","Widowed","Tertiary","Unemployed",NA,NA,NA,NA,0,1,"Attending",1,1,0,0,"Non-migrant"
"HH00134_008_03","HH00134_008","EA00946",3,"Sibling",46,"Female","Married","Secondary complete","Employed",NA,NA,42,1245,1,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00134_008_04","HH00134_008","EA00946",4,"Other relative",54,"Male","Widowed","Secondary incomplete","Homemaker",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_008_05","HH00134_008","EA00946",5,"Child",22,"Male","Married","Secondary complete","Employed",NA,NA,52,1492,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00134_008_06","HH00134_008","EA00946",6,"Sibling",69,"Female","Widowed","Primary complete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_009_01","HH00134_009","EA00946",1,"Head",64,"Female","Never married","Primary incomplete","Employed",NA,NA,25,3319,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_009_02","HH00134_009","EA00946",2,"Sibling",67,"Male","Never married","Secondary complete","Employed",NA,NA,25,579,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00134_009_03","HH00134_009","EA00946",3,"Sibling",42,"Male","Divorced","None","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00134_009_04","HH00134_009","EA00946",4,"Child",29,"Male","Widowed","Secondary incomplete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00134_009_05","HH00134_009","EA00946",5,"Sibling",11,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,0,"Non-migrant"
"HH00134_009_06","HH00134_009","EA00946",6,"Child",18,"Female","Married",NA,"Employed",NA,NA,29,516,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00134_009_07","HH00134_009","EA00946",7,"Child",22,"Female","Never married","Primary incomplete","Employed",NA,NA,44,199,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_009_08","HH00134_009","EA00946",8,"Child",20,"Female","Married","Secondary incomplete","Employed",NA,NA,18,190,1,0,"Attending",1,1,0,0,"Non-migrant"
"HH00134_010_01","HH00134_010","EA00946",1,"Head",39,"Male","Never married","Tertiary","Employed",NA,NA,41,209,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_010_02","HH00134_010","EA00946",2,"Spouse",41,"Female","Never married","None","Employed",NA,NA,44,697,0,1,"Not attending",0,1,1,1,"Non-migrant"
"HH00134_010_03","HH00134_010","EA00946",3,"Child",4,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,1,"Not applicable",NA,0,0,0,"Internal"
"HH00134_010_04","HH00134_010","EA00946",4,"Child",5,"Female","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,0,0,0,"Non-migrant"
"HH00134_010_05","HH00134_010","EA00946",5,"Child",17,"Female","Married",NA,"Student",NA,NA,NA,NA,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00134_010_06","HH00134_010","EA00946",6,"Parent",78,"Male","Married","Primary incomplete","Retired",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_011_01","HH00134_011","EA00946",1,"Head",61,"Male","Separated","None","Employed",NA,NA,41,505,0,0,"Not attending",0,1,1,1,"Internal"
"HH00134_011_02","HH00134_011","EA00946",2,"Spouse",62,"Female","Married","Secondary incomplete","Employed",NA,NA,37,215,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_011_03","HH00134_011","EA00946",3,"Grandchild",24,"Male","Married","Primary complete","Employed",NA,NA,55,157,1,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00134_012_01","HH00134_012","EA00946",1,"Head",44,"Male","Married","Secondary incomplete","Employed",NA,NA,52,496,0,0,"Not attending",1,1,0,0,"Non-migrant"
"HH00134_012_02","HH00134_012","EA00946",2,"Child",16,"Male","Widowed","Secondary complete","Employed",NA,NA,48,5125,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00134_012_03","HH00134_012","EA00946",3,"Child",27,"Female","Married","None","Employed",NA,NA,52,1380,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00134_012_04","HH00134_012","EA00946",4,"Child",23,"Male","Married","Primary incomplete","Employed",NA,NA,31,217,1,0,"Attending",1,1,0,0,"International"
"HH00134_012_05","HH00134_012","EA00946",5,"Grandchild",49,"Female","Married","Secondary complete","Employed",NA,NA,33,198,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_013_01","HH00134_013","EA00946",1,"Head",60,"Female","Never married","Secondary incomplete","Employed",NA,NA,43,410,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_013_02","HH00134_013","EA00946",2,"Spouse",58,"Male","Married","Primary incomplete","Employed",NA,NA,41,441,0,1,"Not attending",1,0,1,1,"Non-migrant"
"HH00134_013_03","HH00134_013","EA00946",3,"Child",17,"Male","Never married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,1,0,"Non-migrant"
"HH00134_013_04","HH00134_013","EA00946",4,"Other relative",1,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Non-migrant"
"HH00134_013_05","HH00134_013","EA00946",5,"Non-relative",6,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,1,0,"Attending",1,0,0,0,"Non-migrant"
"HH00134_014_01","HH00134_014","EA00946",1,"Head",61,"Male","Married","Primary complete","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_014_02","HH00134_014","EA00946",2,"Spouse",62,"Female","Widowed","Secondary incomplete","Student",NA,NA,NA,NA,1,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00134_014_03","HH00134_014","EA00946",3,"Child",21,"Male","Never married","Secondary complete","Unemployed",NA,NA,NA,NA,0,1,"Attending",1,1,1,0,"Non-migrant"
"HH00134_015_01","HH00134_015","EA00946",1,"Head",40,"Female","Married","None","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_015_02","HH00134_015","EA00946",2,"Spouse",36,"Male","Never married","Primary incomplete","Student",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_015_03","HH00134_015","EA00946",3,"Child",0,"Male","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00134_015_04","HH00134_015","EA00946",4,"Non-relative",9,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Not attending",1,0,0,0,"Non-migrant"
"HH00134_015_05","HH00134_015","EA00946",5,"Child",13,"Male","Never married","Primary complete","Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,1,"Non-migrant"
"HH00134_016_01","HH00134_016","EA00946",1,"Head",56,"Female","Divorced","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Internal"
"HH00134_016_02","HH00134_016","EA00946",2,"Spouse",68,"Male","Widowed","None","Retired",NA,NA,NA,NA,0,0,"Not attending",0,0,0,0,"Non-migrant"
"HH00134_016_03","HH00134_016","EA00946",3,"Child",20,"Female","Never married","None","Employed",NA,NA,46,4525,0,0,"Attending",0,0,1,0,"Non-migrant"
"HH00134_016_04","HH00134_016","EA00946",4,"Child",27,"Male","Widowed","Secondary complete","Employed",NA,NA,30,568,0,1,"Not attending",1,1,1,0,"Non-migrant"
"HH00134_016_05","HH00134_016","EA00946",5,"Other relative",44,"Male","Divorced","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00134_017_01","HH00134_017","EA00946",1,"Head",54,"Male","Divorced","Secondary incomplete","Employed",NA,NA,50,75,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_017_02","HH00134_017","EA00946",2,"Spouse",46,"Female","Divorced","Tertiary","Homemaker",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_017_03","HH00134_017","EA00946",3,"Sibling",16,"Female","Widowed","None","Unemployed",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00134_017_04","HH00134_017","EA00946",4,"Grandchild",65,"Male","Married","Secondary complete","Employed",NA,NA,33,1280,0,0,"Not attending",1,1,0,1,"Internal"
"HH00134_017_05","HH00134_017","EA00946",5,"Child",24,"Female","Never married","None","Employed",NA,NA,35,1596,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00134_017_06","HH00134_017","EA00946",6,"Grandchild",43,"Female","Never married","None","Employed",NA,NA,55,149,0,1,"Not attending",0,1,1,1,"Non-migrant"
"HH00134_018_01","HH00134_018","EA00946",1,"Head",60,"Male","Widowed","Secondary complete","Student",NA,NA,NA,NA,0,1,"Not attending",1,1,1,1,"Internal"
"HH00134_018_02","HH00134_018","EA00946",2,"Child",29,"Male","Divorced",NA,"Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00134_018_03","HH00134_018","EA00946",3,"Parent",89,"Male","Never married","Primary incomplete","Retired",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_018_04","HH00134_018","EA00946",4,"Non-relative",68,"Female","Married","Primary incomplete","Employed",NA,NA,40,263,0,1,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_018_05","HH00134_018","EA00946",5,"Parent",86,"Male","Married","Secondary incomplete","Employed",NA,NA,16,1363,1,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00134_018_06","HH00134_018","EA00946",6,"Child",27,"Male","Married","Primary incomplete","Employed",NA,NA,20,158,0,0,"Not attending",1,0,0,1,"Non-migrant"
"HH00134_019_01","HH00134_019","EA00946",1,"Head",32,"Female","Married","Primary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_019_02","HH00134_019","EA00946",2,"Parent",54,"Male","Never married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00134_019_03","HH00134_019","EA00946",3,"Sibling",32,"Male","Married","Secondary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,0,1,0,"Non-migrant"
"HH00134_019_04","HH00134_019","EA00946",4,"Child",17,"Female","Married","Primary incomplete","Employed",NA,NA,47,1412,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00134_020_01","HH00134_020","EA00946",1,"Head",32,"Male","Never married","Tertiary","Employed",NA,NA,28,1247,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00134_020_02","HH00134_020","EA00946",2,"Spouse",30,"Female","Divorced","Secondary complete","Student",NA,NA,NA,NA,1,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00134_020_03","HH00134_020","EA00946",3,"Child",3,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00134_020_04","HH00134_020","EA00946",4,"Child",1,"Male","Never married",NA,"Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,1,0,0,"Non-migrant"
"HH00134_020_05","HH00134_020","EA00946",5,"Parent",71,"Female","Married","Secondary complete","Employed",NA,NA,19,1426,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00134_020_06","HH00134_020","EA00946",6,"Grandchild",36,"Female","Married","None","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00134_020_07","HH00134_020","EA00946",7,"Grandchild",31,"Male","Separated","Secondary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_001_01","HH00135_001","EA04503",1,"Head",37,"Female","Married","Secondary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00135_001_02","HH00135_001","EA04503",2,"Spouse",37,"Male","Never married","None","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_001_03","HH00135_001","EA04503",3,"Grandchild",21,"Female","Married",NA,"Employed",NA,NA,44,832,1,0,"Not attending",0,0,1,0,"Non-migrant"
"HH00135_001_04","HH00135_001","EA04503",4,"Grandchild",41,"Male","Married","None","Employed",NA,NA,37,740,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_002_01","HH00135_002","EA04503",1,"Head",39,"Female","Married","Primary complete","Student",NA,NA,NA,NA,0,0,"Not attending",1,1,1,0,"International"
"HH00135_003_01","HH00135_003","EA04503",1,"Head",54,"Female","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_003_02","HH00135_003","EA04503",2,"Child",27,"Female","Divorced","Tertiary","Employed",NA,NA,41,341,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_003_03","HH00135_003","EA04503",3,"Non-relative",8,"Female","Never married","Primary complete","Not applicable",NA,NA,NA,NA,1,0,"Attending",1,0,0,0,"Non-migrant"
"HH00135_003_04","HH00135_003","EA04503",4,"Non-relative",32,"Male","Divorced","Secondary complete","Unemployed",NA,NA,NA,NA,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_004_01","HH00135_004","EA04503",1,"Head",56,"Male","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,1,"Not attending",1,1,0,0,"Non-migrant"
"HH00135_004_02","HH00135_004","EA04503",2,"Spouse",64,"Female","Divorced","None","Student",NA,NA,NA,NA,0,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00135_004_03","HH00135_004","EA04503",3,"Sibling",20,"Male","Married","Primary incomplete","Unemployed",NA,NA,NA,NA,1,0,"Attending",1,1,1,1,"Internal"
"HH00135_004_04","HH00135_004","EA04503",4,"Child",7,"Male","Never married",NA,"Not applicable",NA,NA,NA,NA,0,0,"Attending",1,1,0,0,"Non-migrant"
"HH00135_004_05","HH00135_004","EA04503",5,"Child",20,"Male","Married",NA,"Employed",NA,NA,21,58,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00135_005_01","HH00135_005","EA04503",1,"Head",56,"Male","Married","Secondary complete","Employed",NA,NA,35,669,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00135_005_02","HH00135_005","EA04503",2,"Other relative",36,"Male","Divorced","Primary incomplete","Employed",NA,NA,54,268,1,0,"Not attending",0,1,1,1,"Non-migrant"
"HH00135_005_03","HH00135_005","EA04503",3,"Child",22,"Female","Never married","Primary complete","Employed",NA,NA,44,617,0,0,"Attending",1,1,1,1,"Non-migrant"
"HH00135_005_04","HH00135_005","EA04503",4,"Child",18,"Female","Married","Primary complete","Employed",NA,NA,32,673,0,0,"Not attending",1,1,1,0,"Non-migrant"
"HH00135_006_01","HH00135_006","EA04503",1,"Head",33,"Female","Never married","Secondary incomplete","Employed",NA,NA,45,2356,0,0,"Not attending",1,1,0,1,"Non-migrant"
"HH00135_006_02","HH00135_006","EA04503",2,"Spouse",36,"Male","Never married","Primary incomplete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",0,1,0,0,"Non-migrant"
"HH00135_006_03","HH00135_006","EA04503",3,"Non-relative",24,"Male","Married","Primary incomplete","Employed",NA,NA,42,883,1,0,"Attending",1,1,1,1,"Non-migrant"
"HH00135_006_04","HH00135_006","EA04503",4,"Sibling",34,"Male","Never married","Primary complete","Employed",NA,NA,36,1054,1,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_006_05","HH00135_006","EA04503",5,"Sibling",1,"Female","Never married","None","Not applicable",NA,NA,NA,NA,0,0,"Not applicable",NA,0,0,0,"Internal"
"HH00135_006_06","HH00135_006","EA04503",6,"Sibling",26,"Male","Married","Primary complete","Unemployed",NA,NA,NA,NA,0,0,"Not attending",1,1,1,1,"Non-migrant"
"HH00135_006_07","HH00135_006","EA04503",7,"Sibling",12,"Male","Never married","Primary incomplete","Not applicable",NA,NA,NA,NA,0,0,"Attending",0,1,0,1,"Non-migrant"
"HH00135_007_01","HH00135_007","EA04503",1,"Head",48,"Male","Married","Secondary incomplete","Employed",NA,NA,38,155,0,0,"Not attending",1,0,1,1,"Non-migrant"
"HH00135_007_02","HH00135_007","EA04503",2,"Child",25,"Female","Married","Primary complete","Student",NA,NA,NA,NA,0,0,"Attending",1,1,1,1,"Non-migrant"
