"area_id","district_code","area_name","area_type","total_population","sample_size","direct_estimate_poverty","direct_estimate_se","auxiliary_mean_income","auxiliary_unemployment","auxiliary_education_years","auxiliary_asset_index","auxiliary_dependency_ratio","auxiliary_urbanization","satellite_nightlights","satellite_vegetation","distance_to_road_km","distance_to_market_km","climate_rainfall_mm","climate_temperature_c","model_based_estimate","model_based_mse","fh_estimate","fh_mse","synthetic_estimate","composite_estimate","reliability_flag"
"SA0251","D043","Area 251","Urban formal",8120,42,0.271063646808748,0.0156640051453289,6756.1788855328,0.11962057541542,8.57079348936636,0.280635997414564,0.711506985858002,0.34544399708241,10.58665826107,0.567517460996979,2.51280287905379,35.0365348774523,389.056300334453,26.171904931583,0.432029584641903,0.00000521181566268477,0.423608778621601,0.0000058760299466993,0.427351642102724,0.377845239077745,"Reliable"
"SA0252","D115","Area 252","Urban formal",603,70,0.193853399481707,0.00661857328523513,10988.8025204368,0.126278155513486,7.90396364159263,0.658381023781329,1.60050407492827,0.210134580461007,6.57792095873892,0.435685040851498,3.23271446628496,40.6396821679032,99.0630155144432,18.3249985679636,0.219360477691364,0.000000191847212481598,0.219965032552136,0.000000191055363260009,0.220079415898584,0.212131542631007,"Unreliable"
"SA0253","D120","Area 253","Rural village",813,57,0.198133544838808,0.0141061910411424,1544.36664870095,0.19192054017304,7.5006982829681,-0.38475307646683,0.372789576278359,0.166354464133285,4.45538954270087,0.859780111679667,6.89632179194546,1.91948658045026,1016.15908336945,26.7738811757285,0.66880566309621,0.00000398874187357776,0.6656923672876,0.00000388223756715364,0.674996069014865,0.525424720552962,"Reliable"
"SA0254","D029","Area 254","Urban formal",41558,35,0.511892660859768,0.00674449614460384,881.678048763866,0.0871633314767639,4.5458799217976,0.389484969505112,0.852370354233997,0.230414996293866,2.0210312680788,0.645013210765781,1.00670715793967,3.01304979394204,268.704073598697,21.8004983329299,0.636598988260243,0.000000197112163579569,0.652999211118719,0.000000205980920171983,0.653641079815217,0.610667246041034,"Reliable"
"SA0255","D118","Area 255","Urban informal",3272,87,0.227703641399232,0.00343181751936639,1778.42012598821,0.24996846446281,8.00985293196441,1.50052717719345,0.628225300059952,0.317362092504139,6.54758531040211,0.609508127572447,16.6597295916619,26.4596664334152,840.455578704256,23.9836353160167,0.637394327606311,0.0000000134956346170695,0.620713778773002,0.0000000138543311519995,0.621176641411572,0.502810737560871,"Reliable"
"SA0256","D050","Area 256","Industrial",5562,47,0.390908213870373,0.00747323632850963,591.061628230658,0.259697083930209,11.1257035148804,0.414335405764777,1.10093226441035,0.289039501699376,0.403658486400819,0.593299590234546,0.0780644780024886,2.09629179584401,615.283812397433,21.0094812803619,0.596147482021296,0.000000340407233046199,0.597861193370253,0.000000310181656266891,0.599017010471524,0.535775299520289,"Reliable"
"SA0257","D060","Area 257","Commercial",3059,30,0.632445871849266,0.0131001563580033,354.774284511692,0.195449188827152,11.2627374324727,1.93820361557633,0.207063700814842,0.700222012667051,45.9982346954031,0.809673506032653,2.8583050519228,1.43047890028129,863.272631429011,22.6028835383875,0.57582950543802,0.00000296771554877924,0.570550084407585,0.00000289544981490066,0.569487865443044,0.589118820640089,"Use with caution"
"SA0258","D025","Area 258","Commercial",1767,12,0.288869246541026,0.0112030031683674,1338.05505898529,0.0618178960975588,10.250826942881,1.04303340249518,1.32893253427281,0.606562798478076,84.0587569585039,0.698842464961206,2.99087879480794,9.9073909167718,607.954437741575,24.6452425563315,0.520801916896627,0.00000181764071821943,0.498728379089817,0.00000155568278161528,0.501362263980553,0.43577063932518,"Reliable"
"SA0259","D059","Area 259","Commercial",6492,91,0.313989500133004,0.000123420789949169,3075.10254162684,0.560966178659826,5.09076701486959,-0.530723504358096,0.871673856257115,0.532831141675814,46.1638932939811,0.484569376635849,5.5564338013292,3.0028025201037,869.892499909994,23.9345707291182,0.756920623355841,0.0000000000000277281937024293,0.749441496750598,0.0000000000000232034533583022,0.749442160061186,0.61880589776532,"Use with caution"
"SA0260","D134","Area 260","Urban informal",1462,39,0.102954786319353,0.00155578598578758,960.825715552868,0.288073394598216,7.99211115906358,0.0573832236140616,0.429660744477866,0.322937152140135,4.05168010515366,0.54793565167236,5.04926437956697,16.1607702122094,1071.76862305499,23.5654568525337,0.645563684017778,0.000000000494861486310751,0.645918356252569,0.000000000585725745181087,0.646049778957603,0.483029285272604,"Use with caution"
"SA0261","D098","Area 261","Commercial",3960,76,0.261639884718266,0.000140157981041051,1011.83701197061,0.225373652382672,10.8291926028567,0.215072252229233,0.163067754598722,0.231858917356501,15.7768575019285,0.6666355847134,0.367634557187557,10.2468458316255,930.687509012035,27.6263792209687,0.536923261067724,0.0000000000000397297082872821,0.552705937703874,0.0000000000000385896179112637,0.552706509481586,0.465386121808192,"Use with caution"
"SA0262","D145","Area 262","Rural village",736,35,0.488950981686509,0.000901668455304945,5770.66083979986,0.367850008185313,10.0913304701136,0.163180961099848,1.03718909561899,0.402170980513213,0.861586674450258,0.859475235403267,4.90259114166206,1.380222029984,1152.07015851079,22.9376188684673,0.611108888211004,0.0000000000665896637324394,0.59333056564619,0.0000000000660925027787309,0.593339051769028,0.562016690458285,"Use with caution"
"SA0263","D024","Area 263","Urban informal",8455,31,0.493645976861176,0.00204183061345091,219.696303610063,0.0355842712017002,6.94704240656412,-0.364041488217446,0.552766497576866,0.516675246609806,13.4368361984733,0.434449951481478,2.62845693388954,24.6715293253276,1009.2755229612,24.250868241666,0.567340150614278,0.00000000205942360822511,0.560752776171982,0.00000000173739201464412,0.560780753481489,0.54062073637874,"Reliable"
"SA0264","D065","Area 264","Commercial",13066,46,0.329646430286621,0.00487193498897164,1575.17474883121,0.146610564604154,7.71044699558706,-1.17818226085165,0.607542030340915,0.515509591279672,23.7835190490081,0.571989316180314,2.59712033439428,3.98404759820551,1143.62640169883,23.0320248212688,0.60859300105206,0.0000000553777815554079,0.604774929742254,0.0000000562051781456253,0.605427967885118,0.522236379905564,"Reliable"
"SA0265","D096","Area 265","Urban informal",3097,77,0.255032810790647,0.0033711064928386,1024.00481086706,0.24179088008431,8.83993336115228,-1.58055157757751,0.692523519921991,0.389317261946708,3.43481443056301,0.828327044770983,9.55584055702102,10.1824020776422,867.594849195554,25.8510356297646,0.617278067554794,0.0000000111765281475864,0.636076238221491,0.0000000129002052600441,0.636509269651352,0.521763209992238,"Reliable"
"SA0266","D121","Area 266","Urban formal",2432,95,0.162684071313123,0.0000141390519000309,1040.74831057968,0.16889902061627,7.59217450563014,-0.7804027335653,1.17970391487837,0.46674358632464,5.25445776614164,0.18925984129328,8.51508777546597,4.5681426813826,635.035995110857,20.6147697665863,0.68188457903953,4.31198583586583e-18,0.700360030167225,3.99651222595754e-18,0.700360040916055,0.539057242510994,"Use with caution"
"SA0267","D025","Area 267","Rural village",2514,33,0.300053530401625,0.000668945258359941,282.660165721604,0.384450054196806,5.16357993024551,-0.969340637655128,0.898434058859227,0.606618811967406,7.79449904959284,0.63694431210562,5.48395242986685,22.5823092704697,249.283929237419,21.0130086787858,0.882968772730665,0.000000000016834388577056,0.859652450392119,0.0000000000200236333839638,0.859677491758765,0.691772774394971,"Reliable"
"SA0268","D030","Area 268","Commercial",12118,80,0.577092683938719,0.0000879602800211484,2036.52953789553,0.129171095359347,3.03173844862989,-0.296560788515377,0.523764929826092,0.213066133830321,0.421102446476875,0.602973467267527,0.134244155165288,14.9999096883202,658.490605909227,15.45712196116,0.700019987996667,5.72907908406633e-15,0.72168220745816,5.9861290754658e-15,0.721682319327231,0.678305350402328,"Reliable"
"SA0269","D133","Area 269","Urban informal",1727,22,0.212733578818362,0.00188295975401353,598.76598682918,0.226338736055496,11.1457527963813,-0.854149351269733,0.598868847590198,0.695396272584024,3.8863980354749,0.713959407086707,0.413127518258989,3.43121890444309,1105.44963260613,22.5648004190914,0.572936469366437,0.00000000106043221019811,0.600199456454371,0.00000000125663802474914,0.600336833931774,0.483959693163568,"Use with caution"
"SA0270","D118","Area 270","Urban informal",595,80,0.30014724004655,0.00415976713380767,636.331213009087,0.126590074537338,11.4184329903313,-1.61045797910829,0.986383371298073,0.549353932799119,16.1119975177628,0.554246702865262,4.80714673155403,7.89418979792949,881.657722774736,23.8298149570445,0.410946798201129,0.0000000283197696880283,0.403990275921063,0.0000000298899533965489,0.404169962406754,0.372837365158709,"Reliable"
"SA0271","D044","Area 271","Commercial",2077,36,0.400750218201677,0.0109896896656332,502.375945338736,0.216316110480654,10.4511710522338,-2.19217540085867,1.06821354108291,0.689282514600462,2.20133464386969,0.640919051721225,2.18783772783354,4.2635966045782,386.423102269288,24.234240129593,0.601481351010843,0.00000132994862555294,0.588531978310888,0.00000144121249489242,0.590799880200369,0.532197450278125,"Reliable"
"SA0272","D052","Area 272","Urban formal",1095,44,0.255279900682448,0.00488865038787777,1578.87417406056,0.296600038809672,11.3264386864922,0.257689855817223,0.885033990795426,0.307281052299754,0.999858203120306,0.528887753764696,7.40076409632633,4.60717469919473,934.832432414389,17.0033105029751,0.58398995680345,0.0000000640161901305919,0.58282052448667,0.0000000569795796770612,0.583603310633741,0.484558337345403,"Use with caution"
"SA0273","D006","Area 273","Commercial",7074,77,0.240449564767208,0.00212152563900968,222.294104129392,0.0838542235991799,10.0031858122199,0.0657433784604654,1.13035532070221,0.318673404438787,80.1237237051471,0.716140851726585,0.893490270895009,9.43880264605296,154.16120192938,25.9445820393483,0.4757775328745,0.00000000222877014174442,0.512142595322177,0.00000000202487264008651,0.512264880851394,0.430634686155686,"Reliable"
"SA0274","D079","Area 274","Commercial",7651,100,0.378814406237446,0.0160741455094428,195.334602709546,0.125221979691801,8.52147253720057,-0.30477431754223,0.915981681784584,0.289234657636287,3.08073801059144,0.781264902730147,4.63704382979727,0.464844610542059,644.692273635128,19.6973586351935,0.639146903452821,0.00000725498911409356,0.624400018970007,0.00000650778021536849,0.630745414693217,0.550724335150239,"Reliable"
"SA0275","D120","Area 275","Commercial",700,11,0.374139262376219,0.0018597443350582,1626.02095270572,0.430623524877049,4.64266485837098,0.786160519919102,1.00655574578256,0.467355505170903,0.528198939968691,0.668631227077963,0.382316764444113,9.37107492196274,1052.9772734432,23.4434687220971,0.880588849208261,0.00000000126969523298927,0.891945146644713,0.0000000011958116955433,0.89212423752467,0.736603381364165,"Reliable"
"SA0276","D109","Area 276","Rural scattered",980,53,0.208356103956067,0.00102821220494942,346.106337080061,0.245712252820386,7.99503832662992,1.16887571790495,0.501719784866409,0.239047286041799,7.45693396130688,0.703099487604984,4.39717305803156,14.5792083247545,291.96193230732,24.049214518431,0.78480943900809,0.000000000116000127226653,0.758241331286462,0.000000000111759668934629,0.758299466271074,0.593275763087343,"Reliable"
"SA0277","D107","Area 277","Commercial",2728,15,0.456151022431295,0.00901051752368084,655.988055352817,0.195959053070304,9.99402855374579,-0.701421116738864,0.538560781403648,0.332586638966259,8.77298156525576,0.65142053597546,3.49548064185214,16.5930336705389,1038.90592157142,24.1009339874037,0.453359609911442,0.000000626295267823508,0.463924811230451,0.000000653863609031628,0.463987926175531,0.461592674590704,"Reliable"
"SA0278","D020","Area 278","Urban formal",3474,47,0.440388285672314,0.00759416680610352,991.239776437905,0.379381124371698,4.79036166454535,0.0623892165641599,0.332187905799719,0.368449794218051,0.532951084944085,0.876487708694357,7.60816625277412,7.77790757785452,768.624573241429,20.4038824134573,0.850300173571903,0.000000332833990944225,0.835982098802683,0.000000330691542345248,0.838263542498745,0.717303954863572,"Use with caution"
"SA0279","D032","Area 279","Urban informal",12479,35,0.326828806300908,0.000181804672295388,1510.54800977184,0.0727769959280681,5.17762437797152,-1.43527072435443,1.30763995216009,0.600601763945813,1.23335681477996,0.678654526166455,2.3928407789208,6.21232958510518,806.66502084017,19.3843728809421,0.570749633482893,0.000000000000130391498364527,0.552419751255465,0.000000000000109249315682944,0.552420496899836,0.484742467769098,"Unreliable"
"SA0280","D141","Area 280","Rural scattered",2106,57,0.382427345377952,0.00404136531558697,1944.15165317019,0.277874718122431,7.2089514945129,1.60729850566825,0.520763528314637,0.408502384376094,2.06813264351985,0.360226062355959,3.9992665730179,12.3737517367573,517.284819519479,20.1779928139969,0.715100386899204,0.0000000314141155060914,0.67654672784069,0.0000000266319950153127,0.677027102251945,0.588310913101868,"Reliable"
"SA0281","D090","Area 281","Industrial",1047,17,0.306053706156472,0.00313808318683267,3105.71166382103,0.100631180454135,8.62398862714237,0.398699214682659,0.612212053715832,0.20431458773482,2.49680609265099,0.592042161920544,0.65282786032185,3.72468827292323,1361.23711113378,18.0104034563353,0.421942028070594,0.00000000960972852141934,0.438812231859885,0.00000000968791554587349,0.438942966695439,0.398984674148861,"Reliable"
"SA0282","D072","Area 282","Rural scattered",3063,65,0.390001044488243,0.00599546727056021,360.834248727676,0.146691120600841,7.50681331574978,-0.675680844814128,1.22815912885396,0.430401189585008,8.82394459017385,0.555197890721357,3.49395543208735,24.3132444644783,773.92315120976,19.3896864607569,0.718670831968243,0.000000144057891552748,0.688823147626733,0.000000128746030051083,0.689897282436288,0.599176516685186,"Use with caution"
"SA0283","D039","Area 283","Urban formal",799,20,0.324913592128581,0.00625312835879727,1067.31281752231,0.213437434602492,10.426613936433,-0.947338651156038,0.420570324135956,0.0985884670265871,1.07778277390668,0.247824373046853,15.232717244977,45.6639330436416,643.900531190018,18.9209038398346,0.546657055080527,0.000000169747236158881,0.546531451579766,0.000000152298113655014,0.547398013185361,0.48004609374441,"Use with caution"
"SA0284","D087","Area 284","Commercial",1100,21,0.433195455224276,0.00650386591514655,734.487837161272,0.0727101920089604,10.2849761140313,-1.61505917837193,0.99124264492437,0.423230817275097,21.0458007113699,0.744218550835933,1.24372586375102,3.39673971291631,799.753144340003,26.8288023530048,0.543217464973447,0.000000169050322392994,0.52964209930842,0.000000178177603685237,0.530050071234723,0.500708106083177,"Reliable"
"SA0285","D129","Area 285","Rural scattered",3538,50,0.370711433247696,0.000549796149540956,714.235433020023,0.528013202209106,11.5835853996174,-0.844820997640477,1.07071272352042,0.128651760486044,30.6086534226527,0.794975419128243,2.09088589297608,40.5543985010541,1187.0885635773,24.0473849904476,0.714806678602057,0.0000000000080843319463279,0.724770791547554,0.00000000000913679010926193,0.724781493905346,0.618552984057597,"Unreliable"
"SA0286","D043","Area 286","Industrial",10268,88,0.394021980464744,0.00016824046806104,3522.46717085376,0.0228571129011603,8.87816323712735,0.196434873793241,0.499096445623554,0.12876114691437,5.66519921645985,0.487146464586904,8.87720287735474,8.80747163725495,418.704601612019,24.9410826237617,0.436470993372982,0.0000000000000866638454314394,0.449519335374932,0.0000000000000801162554179241,0.449519492459391,0.432870128901875,"Unreliable"
"SA0287","D009","Area 287","Urban informal",1272,62,0.39057918688839,0.000706632598061744,2195.7622542289,0.338175140562567,5.43900433902062,0.106600104440501,1.06817377863797,0.398944446230088,1.97360471385097,0.626777292487017,14.2020685217323,7.82356417438634,566.828040090975,20.7480816898069,0.742344505819055,0.000000000021012021069359,0.73836339331095,0.0000000000249317628873342,0.738380759206815,0.634028131384182,"Reliable"
"SA0288","D041","Area 288","Industrial",1913,80,0.163903642780649,0.00436252545051912,1590.63898705825,0.0766425799697038,4.61161476145522,-0.670629631677392,0.767486452818771,0.489032061918424,29.3865755551045,0.660637816314312,6.21250137200064,3.16565168090165,566.363210438066,23.9215249834451,0.651834741242451,0.0000000378497219523964,0.65073816014402,0.000000036151485436045,0.65166468550214,0.504687804935009,"Reliable"
"SA0289","D133","Area 289","Industrial",225,10,0.279068559193559,0.00339711606519531,978.973767103262,0.818037487377996,9.48089426147943,0.268597587798327,0.854583692374044,0.315545817005474,2.90712978475831,0.340611643229846,21.6054987336013,10.61696854378,975.04426330924,20.0097766529679,0.905627768320663,0.0000000133138848717267,0.915204734023114,0.0000000133027257108932,0.915938860459123,0.724363881574248,"Reliable"
"SA0290","D127","Area 290","Urban formal",2215,32,0.482997387635755,0.0046163212166243,3264.89847291807,0.228754475272275,10.9066697661198,1.84468730147181,0.704786321847534,0.428133396804846,8.49990033523442,0.555635615371077,0.0772063879695743,4.83636427243131,714.965972009178,24.5965620979479,0.387288923908285,0.0000000409386371009641,0.407081177799505,0.0000000453168346855003,0.406919397155906,0.42985604075038,"Reliable"
"SA0291","D053","Area 291","Rural village",4942,21,0.228363802242856,0.00357216253025512,940.167911381247,0.339966161361491,8.55419680809619,-0.439952004792805,0.885338003029565,0.379297510260127,2.28924759878634,0.710379073667262,15.3260402373018,13.4188692267509,904.887265725353,22.1383459900812,0.666753505657487,0.0000000166003148672264,0.671659734868209,0.0000000162618900827095,0.672225395778268,0.538670955080603,"Reliable"
"SA0292","D023","Area 292","Rural scattered",1616,44,0.213611263160703,0.00304148944079042,1950.89306720145,0.251189927051176,8.81417552649922,-0.283697276757967,0.451690858364285,0.38725888580091,138.167558064596,0.48363768266068,18.5089175672013,9.72801926849201,947.181557672455,25.0960269752673,0.673407480279747,0.00000000692729223244526,0.644213724137473,0.00000000854955847324762,0.644612059748312,0.515032985844442,"Use with caution"
"SA0293","D147","Area 293","Commercial",1028,17,0.212539055996887,0.00866003197103401,2591.29678096975,0.162740180214251,9.60181542670139,-0.577904890372139,0.611296492129676,0.570950193302021,7.42814250919701,0.561214260954375,0.261878108140081,9.83199052470636,604.430860252729,23.1787922083452,0.475826210301368,0.000000652026144083542,0.45353205322612,0.000000558255605249627,0.455339408013151,0.38123415405735,"Use with caution"
"SA0294","D102","Area 294","Rural scattered",2144,96,0.261163443413914,0.00262468785113935,566.997117375642,0.130407267082623,4.01732689391822,0.0620567608363354,1.18356762831315,0.416752181770832,27.4967696845962,0.576129233987887,1.12448611762375,45.5019615937896,932.21969294902,17.77894430746,0.66894098217836,0.00000000540961770497971,0.62207132050651,0.00000000474254611256406,0.62231994944917,0.513798957378731,"Reliable"
"SA0295","D125","Area 295","Commercial",10462,21,0.164519086666321,0.00152345401706578,1234.50806201452,0.343526075407017,12.3282683847161,-1.22185811895608,0.78130006983547,0.347567233099944,5.06632674345772,0.527967588871717,0.218081543765538,8.50389602552068,504.096642035264,23.6477871276136,0.530583699834204,0.000000000469878157482909,0.54513576444442,0.000000000538538327126911,0.545224102231315,0.43095076111099,"Reliable"
"SA0296","D121","Area 296","Rural scattered",7262,55,0.225919080431506,0.00560967193046204,1435.41896110829,0.326887064889688,7.75150458358255,0.225958380667156,0.826157026781183,0.305509694099049,3.76028535961811,0.671512896060114,1.07980847282238,19.2086115657332,577.493734302445,26.4647121301813,0.857565727806695,0.000000100658812298114,0.833805629868473,0.0000000987154984213405,0.835718552742864,0.651439665037383,"Unreliable"
"SA0297","D067","Area 297","Rural village",9698,99,0.596364932037425,0.00385056563357976,5963.68540002993,0.0490655064457769,9.58744793429784,0.284126127697564,0.393862508297074,0.298461681753793,16.8230147290831,0.668123905321523,4.31683485028409,7.12174846748722,670.190045458146,26.1536317758929,0.324047709213409,0.0000000244452662535488,0.312874176448972,0.0000000219510185320097,0.312453848796475,0.397921403125508,"Reliable"
"SA0298","D078","Area 298","Urban formal",2244,55,0.387553519520875,0.00575852922754963,2495.14841291686,0.074916569936844,9.93127234543597,0.663011880979768,0.926898448263785,0.534184151735345,8.9766244281679,0.604540377181984,15.3035800523105,5.04405970685184,1024.38523800727,25.4976327160627,0.477249626286866,0.000000110717462842319,0.5089422624176,0.000000109599490501437,0.509344795486919,0.472525639548582,"Use with caution"
"SA0299","D101","Area 299","Commercial",1039,84,0.339429877024811,0.00376990119675239,973.782833804261,0.256401788558933,3.91708892189458,0.884096683167893,0.909573716279085,0.702410408664479,10.4540392774626,0.490040238232074,1.69444555649534,5.2366428123787,1031.6591147973,23.3963543679835,0.698433303114424,0.0000000172653529575348,0.692703811271307,0.0000000201698693379814,0.69320588966358,0.586721630997358,"Reliable"
"SA0300","D110","Area 300","Urban formal",3040,89,0.16126617928992,0.000604868011642831,1097.13514714205,0.14213574885936,5.75070146711313,1.65188675131352,0.367777681207795,0.337170627060678,2.89312968620467,0.453098372817987,1.0306008066982,16.9882835253122,434.885402973921,23.1829974686592,0.567815791727964,0.0000000000149465805704497,0.559528251402726,0.0000000000133852528965675,0.559542822430434,0.440049629768884,"Reliable"
"SA0301","D114","Area 301","Commercial",2164,95,0.216346684246086,0.00462299743838097,563.354928706021,0.0979873687286595,11.0953191364357,1.37507093284853,0.673908228752846,0.463094360678794,36.440784858166,0.473796380204202,1.70109160942957,0.225295359732827,1359.63792782055,25.0045696855736,0.473144567979259,0.0000000536552333516431,0.506654656599081,0.0000000455792760519315,0.507275105854981,0.419562264893183,"Reliable"
"SA0302","D013","Area 302","Rural village",33845,37,0.191048710318796,0.00942733865821984,1182.43214646922,0.231826090131335,8.49663714770233,0.160848475887642,0.684615804249123,0.0779663758429598,0.467998477194568,0.712064330606661,3.92166157950136,1.38560803012076,1051.03108396431,23.0222717764921,0.581624252307432,0.000000762850171983992,0.589080546316469,0.000000782913361874016,0.592618042882224,0.469670995517167,"Use with caution"
"SA0303","D070","Area 303","Commercial",6460,37,0.368852772867396,0.00835279458412764,1704.61590139775,0.0980423953258,9.86564365120573,0.0408559540308701,0.726740707246878,0.634983697809871,42.7500702914251,0.618540435214304,0.366833901498467,5.99218036034075,722.014085105457,20.5107484717609,0.508985923436249,0.000000418584283120986,0.495733568735315,0.000000483401160880573,0.496618805610423,0.45766932997494,"Reliable"
"SA0304","D108","Area 304","Rural village",3849,44,0.151466717527824,0.00357786393234091,1356.6183275941,0.24861088368352,9.4821293533281,-2.03139407539448,0.503142520622885,0.333498396502845,0.688751028880421,0.631731942266881,6.92649766781783,1.67441366542505,476.531955319777,26.3466590505832,0.566777504272747,0.0000000133953186674958,0.561139680102152,0.0000000163658923788664,0.561664106980987,0.438237791329853,"Reliable"
"SA0305","D139","Area 305","Urban formal",2388,88,0.170845372786722,0.00386181197786299,1344.07114951927,0.166981009950979,12.8403033440835,1.68959187096914,1.74455518131625,0.317739855441664,50.3886642086941,0.727031737825656,11.2515465779695,6.21437383349985,620.15382961921,20.2226929844743,0.460557894253433,0.0000000179309487574611,0.468387378623907,0.0000000222084011927381,0.46883112062433,0.379124776872751,"Reliable"
"SA0306","D059","Area 306","Commercial",2878,38,0.125567692761911,0.000153363406289289,454.953001021632,0.0781749805230691,11.1342092442141,0.792474438226239,0.632714812844244,0.0908851116852882,2.97026780174897,0.449258998543424,0.529519669566825,14.8676886773648,623.665442274113,27.5294757243753,0.515344055089588,0.0000000000000601058524118411,0.552747979780218,0.0000000000000553204828597818,0.552748984522537,0.424593893674726,"Reliable"
"SA0307","D108","Area 307","Industrial",3816,56,0.257085299584899,0.00838803494748689,707.821389164932,0.244542101859708,6.50359072491766,0.0460477493167522,0.771468679099118,0.345327283826876,1.38606754539445,0.715970238221022,0.121147946450248,2.27540072401036,882.738907015588,23.3213341759027,0.80734519582847,0.000000436333332496057,0.8227902915831,0.000000491581993228976,0.82677054270632,0.65307879398364,"Use with caution"
"SA0308","D029","Area 308","Commercial",4652,12,0.31599414898411,0.00442015051852656,1822.96266415512,0.188436223145632,6.94167164431882,-1.45821319765859,0.54685880003192,0.230575409468966,2.20007554452662,0.784786046775044,5.97989052047438,40.3512470961964,1155.52822845842,20.1516875333678,0.564073056139815,0.0000000416963971290632,0.561730842346426,0.0000000380978571579622,0.562210956077929,0.488009834337731,"Use with caution"
"SA0309","D094","Area 309","Rural village",2251,19,0.280046499032809,0.00297625005905849,804.601160874649,0.331722967293782,9.3525516761478,-1.71581745508828,0.927116551349508,0.667714504117075,48.9100920699051,0.602647575792183,0.0593012478202581,2.84832444507629,794.491066257161,23.0680286543286,0.665143523203243,0.00000000924824175541059,0.652433116396758,0.00000000783958616041936,0.652762978861112,0.540717131187573,"Unreliable"
"SA0310","D003","Area 310","Rural scattered",2266,38,0.184382496883174,0.00654466422391901,1549.9634436186,0.076972229872949,6.32991647255152,-1.20261482992514,0.529147822281654,0.618292253742037,5.89022671877997,0.545485596748302,5.99816796814507,15.8199280864539,491.616887158876,20.2719952577325,0.619888785318336,0.000000193644670013397,0.608429199881486,0.000000182680947053591,0.610245503426393,0.481215188981992,"Reliable"
"SA0311","D075","Area 311","Urban informal",7806,30,0.207883402509169,0.00272847700362982,2325.12042316544,0.212123613718704,8.91634232989143,1.14310094453986,0.934884783973617,0.54176549591319,52.9908417743908,0.581122180811598,7.10478531510955,3.606047318317,714.133194719077,25.6485531433999,0.525981842990915,0.00000000630020554372538,0.571855159625568,0.00000000553806434168218,0.572126121557948,0.462663632490648,"Reliable"
"SA0312","D052","Area 312","Rural village",3187,92,0.136442847107744,0.000565739855580231,1536.28666175802,0.399317099544408,7.87183716976573,-0.0824086319926613,0.284776975492345,0.347187678942334,3.42862377312666,0.729281153592348,11.1726441629387,2.44465234962342,1090.85367897669,23.384233643424,0.717170618747863,0.00000000000990362250687731,0.743015594078763,0.0000000000102436139088159,0.743035008142195,0.561043769987457,"Reliable"
"SA0313","D044","Area 313","Rural scattered",1402,98,0.306958511682587,0.0076867203653093,971.844591830211,0.0948182437205793,3.99957359249222,-2.1770042487627,0.474412039574116,0.46169615880585,0.0892334448683076,0.281977696088377,0.51215337945518,8.35122655767567,559.28435508871,20.0249761455899,0.731758730242016,0.000000369626946517149,0.717850595206069,0.00000034706100642443,0.720278378610288,0.594582970149024,"Reliable"
"SA0314","D005","Area 314","Urban formal",1267,88,0.459998413651146,0.00205305687215999,1443.92826281731,0.0571374835687539,4.76570247884226,-1.07446438942054,0.753894315277478,0.143170206582484,16.4106844334465,0.454818514101849,3.79729127490378,0.673438692465425,906.906408615164,19.5355659749547,0.639255433435367,0.00000000158891710125732,0.629397996761536,0.00000000177590979128513,0.62946939940611,0.578578121828419,"Use with caution"
"SA0315","D034","Area 315","Rural village",8362,87,0.431698394916267,0.000416050531331634,1792.07352919659,0.277713359076749,9.09219529521251,-0.418457505822317,0.768832372180637,0.633731155208487,13.6012511018078,0.366734440047599,4.83314766527569,0.980693154339463,1076.26355224163,19.8064125018625,0.68341737926646,0.00000000000354245296854707,0.654536817984982,0.00000000000299624144081951,0.654540675274512,0.587685291064367,"Reliable"
"SA0316","D035","Area 316","Urban informal",21084,24,0.394384309905981,0.02243805936628,1593.98382744392,0.105683507262806,2.04011439134728,2.19757150343097,0.175791885724463,0.62823699700217,7.53125690003896,0.644778115145119,6.28794643541283,6.82317405939102,678.820689892426,25.455399397818,0.66612785560795,0.0000253305320013465,0.70760114015973,0.0000241328445810924,0.723370558541104,0.613636091083605,"Reliable"
"SA0317","D140","Area 317","Rural scattered",4132,88,0.157491562023791,0.0197408926500999,197.89094615577,0.189517912507108,9.98166194452308,0.843728565200236,0.69982609284021,0.343581421590678,5.47731236599065,0.718330141512496,1.66098246350884,19.4176376788857,-195.417349875462,20.8033673827288,0.48921831688467,0.000011819874924462,0.53938703555915,0.0000146171943364193,0.5542696107213,0.424818393498542,"Reliable"
"SA0318","D008","Area 318","Urban informal",4402,32,0.505726596179505,0.0123359444508459,818.190522448884,0.0317480931739431,10.7001116114531,1.04640397940398,0.879370959393339,0.319612377347339,0.379891489169067,0.829778994835341,0.731541698332876,2.59713308420032,913.124518173371,22.5022465742859,0.49541835116581,0.00000194410032791489,0.501973377586769,0.0000022810274015978,0.501916262785605,0.50309934316459,"Reliable"
"SA0319","D130","Area 319","Urban formal",3132,64,0.436963738111218,0.00293568907493341,3094.1850256646,0.316223891332741,3.67757049982372,0.433289112743949,0.907811502332841,0.311335292623937,0.627693368693859,0.61148222648238,13.25730769832,4.91289016325027,667.688497904862,22.8266298974351,0.733743241237529,0.00000000702128963965874,0.751102963263097,0.00000000742106270094474,0.75137369693992,0.656861195717533,"Use with caution"
